number,quote
77,"The old hall, oak-panelled and high-windowed, had been turned into a
     court of investigation. Holmes sat in a great, old-fashioned chair,
     his inexorable eyes gleaming out of his haggard face. I could read in
     them a set purpose to devote his life to this quest until the client
     whom he had failed to save should at last be avenged. The trim
     Inspector Martin, the old, grey-headed country doctor, myself, and a
     stolid village policeman made up the rest of that strange company.

     The two women told their story clearly enough. They had been aroused
     from their sleep by the sound of an explosion, which had been
     followed a minute later by a second one. They slept in adjoining
     rooms, and Mrs. King had rushed in to Saunders. Together they had
     descended the stairs. The door of the study was open and a candle was
     burning upon the table. Their master lay upon his face in the centre
     of the room. He was quite dead. Near the window his wife was
     crouching, her head leaning against the wall. She was horribly
     wounded, and the side of her face was red with blood. She breathed
     heavily, but was incapable of saying anything. The passage, as well
     as the room, was full of smoke and the smell of powder. The window
     was certainly shut and fastened upon the inside. Both women were
     positive upon the point. They had at once sent for the doctor and for
     the constable. Then, with the aid of the groom and the stable-boy,
     they had conveyed their injured mistress to her room. Both she and
     her husband had occupied the bed. She was clad in her dress--he in
     his dressing-gown, over his night clothes. Nothing had been moved in
     the study. So far as they knew there had never been any quarrel
     between husband and wife. They had always looked upon them as a very
     united couple.

     These were the main points of the servants' evidence. In answer to
     Inspector Martin they were clear that every door was fastened upon
     the inside, and that no one could have escaped from the house. In
     answer to Holmes they both remembered that they were conscious of the
     smell of powder from the moment that they ran out of their rooms upon
     the top floor."
78,
79,
80,"It was a lady's hand-bag which stood upon the study table--a trim
     little hand-bag of crocodile-skin and silver. Holmes opened it and
     turned the contents out. There were twenty fifty-pound notes of the
     Bank of England, held together by an india-rubber band--nothing else."
81,"He took from his pocket the various slips of the dancing men. With
     these in front of him he worked for some time at the study-table.
     Finally he handed a note to the boy, with directions to put it into
     the hands of the person to whom it was addressed, and especially to
     answer no questions of any sort which might be put to him. I saw the
     outside of the note, addressed in straggling, irregular characters,
     very unlike Holmes's usual precise hand. It was consigned to Mr. Abe
     Slaney, Elrige's Farm, East Ruston, Norfolk."
82,
83,
84,"A man was striding up the path which led to the door. He was a tall,
     handsome, swarthy fellow, clad in a suit of grey flannel, with a
     Panama hat, a bristling black beard, and a great, aggressive hooked
     nose, and flourishing a cane as he walked. He swaggered up the path
     as if the place belonged to him, and we heard his loud, confident
     peal at the bell."
85,
86,"If you use the code which I have explained,"
87,"you will
     find that it simply means 'Come here at once.' I was convinced that
     it was an invitation which he would not refuse, since he could never
     imagine that it could come from anyone but the lady. And so, my dear
     Watson, we have ended by turning the dancing men to good when they
     have so often been the agents of evil, and I think that I have
     fulfilled my promise of giving you something unusual for your
     note-book. Three-forty is our train, and I fancy we should be back in
     Baker Street for dinner."
88,"My father is dead, Mr. Holmes. He was James Smith, who conducted the
     orchestra at the old Imperial Theatre. My mother and I were left
     without a relation in the world except one uncle, Ralph Smith, who
     went to Africa twenty-five years ago, and we have never had a word
     from him since. When father died we were left very poor, but one day
     we were told that there was an advertisement in the Times inquiring
     for our whereabouts. You can imagine how excited we were, for we
     thought that someone had left us a fortune. We went at once to the
     lawyer whose name was given in the paper. There we met two gentlemen,
     Mr. Carruthers and Mr. Woodley, who were home on a visit from South
     Africa. They said that my uncle was a friend of theirs, that he died
     some months before in great poverty in Johannesburg, and that he had
     asked them with his last breath to hunt up his relations and see that
     they were in no want. It seemed strange to us that Uncle Ralph, who
     took no notice of us when he was alive, should be so careful to look
     after us when he was dead; but Mr. Carruthers explained that the
     reason was that my uncle had just heard of the death of his brother,
     and so felt responsible for our fate."
89,"Excuse me,"
90,when was this interview?
91,Last December--four months ago.
92,"Mr. Woodley seemed to me to be a most odious person. He was for ever
     making eyes at me--a coarse, puffy-faced, red-moustached young man,
     with his hair plastered down on each side of his forehead. I thought
     that he was perfectly hateful--and I was sure that Cyril would not
     wish me to know such a person."
93,"Oh, Cyril is his name!"
94,"Yes, Mr. Holmes; Cyril Morton, an electrical engineer, and we hope
     to be married at the end of the summer. Dear me, how did I get
     talking about him? What I wished to say was that Mr. Woodley was
     perfectly odious, but that Mr. Carruthers, who was a much older man,
     was more agreeable. He was a dark, sallow, clean-shaven, silent
     person; but he had polite manners and a pleasant smile. He inquired
     how we were left, and on finding that we were very poor he suggested
     that I should come and teach music to his only daughter, aged ten. I
     said that I did not like to leave my mother, on which he suggested
     that I should go home to her every week-end, and he offered me a
     hundred a year, which was certainly splendid pay. So it ended by my
     accepting, and I went down to Chiltern Grange, about six miles from
     Farnham. Mr. Carruthers was a widower, but he had engaged a
     lady-housekeeper, a very respectable, elderly person, called Mrs.
     Dixon, to look after his establishment. The child was a dear, and
     everything promised well. Mr. Carruthers was very kind and very
     musical, and we had most pleasant evenings together. Every week-end I
     went home to my mother in town."
95,Our fair client seemed a little confused.
96,
97,"The Thursday brought us another letter from our client.

     You will not be surprised, Mr. Holmes [said she] to hear that I am
     leaving Mr. Carruthers's employment. Even the high pay cannot
     reconcile me to the discomforts of my situation. On Saturday I come
     up to town and I do not intend to return. Mr. Carruthers has got a
     trap, and so the dangers of the lonely road, if there ever were any
     dangers, are now over.
     As to the special cause of my leaving, it is not merely the strained
     situation with Mr. Carruthers, but it is the reappearance of that
     odious man, Mr. Woodley. He was always hideous, but he looks more
     awful than ever now, for he appears to have had an accident and he is
     much disfigured. I saw him out of the window, but I am glad to say I
     did not meet him. He had a long talk with Mr. Carruthers, who seemed
     much excited afterwards. Woodley must be staying in the
     neighbourhood, for he did not sleep here, and yet I caught a glimpse
     of him again this morning slinking about in the shrubbery. I would
     sooner have a savage wild animal loose about the place. I loathe and
     fear him more than I can say. How can Mr. Carruthers endure such a
     creature for a moment? However, all my troubles will be over on
     Saturday."
98,"From the instant that we passed the rise we could no longer see the
     vehicle, but we hastened onwards at such a pace that my sedentary
     life began to tell upon me, and I was compelled to fall behind.
     Holmes, however, was always in training, for he had inexhaustible
     stores of nervous energy upon which to draw. His springy step never
     slowed until suddenly, when he was a hundred yards in front of me, he
     halted, and I saw him throw up his hand with a gesture of grief and
     despair. At the same instant an empty dog-cart, the horse cantering,
     the reins trailing, appeared round the curve of the road and rattled
     swiftly towards us."
99,I gasped.
100,
101,"said he.

     It was short and concise:

     The old man is dead."
102,
103,"In the whirl of our incessant activity it has often been difficult
     for me, as the reader has probably observed, to round off my
     narratives, and to give those final details which the curious might
     expect. Each case has been the prelude to another, and the crisis
     once over the actors have passed for ever out of our busy lives. I
     find, however, a short note at the end of my manuscripts dealing with
     this case, in which I have put it upon record that Miss Violet Smith
     did indeed inherit a large fortune, and that she is now the wife of
     Cyril Morton, the senior partner of Morton & Kennedy, the famous
     Westminster electricians. Williamson and Woodley were both tried for
     abduction and assault, the former getting seven years and the latter
     ten. Of the fate of Carruthers I have no record, but I am sure that
     his assault was not viewed very gravely by the Court, since Woodley
     had the reputation of being a most dangerous ruffian, and I think
     that a few months were sufficient to satisfy the demands of justice.






                       THE ADVENTURE OF THE PRIORY SCHOOL

     We have had some dramatic entrances and exits upon our small stage at
     Baker Street, but I cannot recollect anything more sudden and
     startling than the first appearance of Thorneycroft Huxtable, M.A.,
     Ph.D., etc. His card, which seemed too small to carry the weight of
     his academic distinctions, preceded him by a few seconds, and then he
     entered himself--so large, so pompous, and so dignified that he was
     the very embodiment of self-possession and solidity. And yet his
     first action when the door had closed behind him was to stagger
     against the table, whence he slipped down upon the floor, and there
     was that majestic figure prostrate and insensible upon our bearskin
     hearthrug.

     We had sprung to our feet, and for a few moments we stared in silent
     amazement at this ponderous piece of wreckage, which told of some
     sudden and fatal storm far out on the ocean of life. Then Holmes
     hurried with a cushion for his head and I with brandy for his lips.
     The heavy white face was seamed with lines of trouble, the hanging
     pouches under the closed eyes were leaden in colour, the loose mouth
     drooped dolorously at the corners, the rolling chins were unshaven.
     Collar and shirt bore the grime of a long journey, and the hair
     bristled unkempt from the well-shaped head. It was a sorely-stricken
     man who lay before us."
104,"said I, with
     my finger on the thready pulse, where the stream of life trickled
     thin and small."
105,"The greatest and perhaps the wealthiest. I am aware, Mr. Holmes,
     that you take a very high line in professional matters, and that you
     are prepared to work for the work's sake. I may tell you, however,
     that his Grace has already intimated that a cheque for five thousand
     pounds will be handed over to the person who can tell him where his
     son is, and another thousand to him who can name the man, or men, who
     have taken him."
106,"It is a princely offer,"
107,"Watson, I think that we shall
     accompany Dr. Huxtable back to the North of England. And now, Dr.
     Huxtable, when you have consumed that milk you will kindly tell me
     what has happened, when it happened, how it happened, and, finally,
     what Dr. Thorneycroft Huxtable, of the Priory School, near Mackleton,
     has to do with the matter, and why he comes three days after an
     event--the state of your chin gives the date--to ask for my humble
     services."
108,
109,
110,
111,"the Duke continued,"
112,"Quite so. We will come to the bicycle presently. To continue our
     reasoning: if these people did not go by the road, they must have
     traversed the country to the north of the house or to the south of
     the house. That is certain. Let us weigh the one against the other.
     On the south of the house is, as you perceive, a large district of
     arable land, cut up into small fields, with stone walls between them.
     There, I admit that a bicycle is impossible. We can dismiss the idea.
     We turn to the country on the north. Here there lies a grove of
     trees, marked as the 'Ragged Shaw,' and on the farther side stretches
     a great rolling moor, Lower Gill Moor, extending for ten miles and
     sloping gradually upwards. Here, at one side of this wilderness, is
     Holdernesse Hall, ten miles by road, but only six across the moor. It
     is a peculiarly desolate plain. A few moor farmers have small
     holdings, where they rear sheep and cattle. Except these, the plover
     and the curlew are the only inhabitants until you come to the
     Chesterfield high road. There is a church there, you see, a few
     cottages, and an inn. Beyond that the hills become precipitous.
     Surely it is here to the north that our quest must lie."
113,But the bicycle?
114,"Well, well!"
115,"A good cyclist does not need
     a high road. The moor is intersected with paths and the moon was at
     the full. Halloa! what is this?"
116,"They shuffled and lied--said that they found it on the moor on
     Tuesday morning. They know where he is, the rascals! Thank goodness,
     they are all safe under lock and key. Either the fear of the law or
     the Duke's purse will certainly get out of them all that they know."
117,"So far, so good,"
118,"It at least bears out the theory that it is on the side of the
     Lower Gill Moor that we must hope for results. The police have really
     done nothing locally, save the arrest of these gipsies. Look here,
     Watson! There is a watercourse across the moor. You see it marked
     here in the map. In some parts it widens into a morass. This is
     particularly so in the region between Holdernesse Hall and the
     school. It is vain to look elsewhere for tracks in this dry weather;
     but at that point there is certainly a chance of some record being
     left. I will call you early to-morrow morning, and you and I will try
     if we can throw some little light upon the mystery."
119,"Check number one,"
120,"There is another morass down yonder and a
     narrow neck between. Halloa! halloa! halloa! what have we here?"
121,Hurrah!
122,"Here is Herr Heidegger, sure enough!"
123,"My
     reasoning seems to have been pretty sound, Watson."
124,"Do you observe,"
125,"that the rider is now undoubtedly
     forcing the pace? There can be no doubt of it. Look at this
     impression, where you get both tyres clear. The one is as deep as the
     other. That can only mean that the rider is throwing his weight on to
     the handle-bar, as a man does when he is sprinting. By Jove! he has
     had a fall."
126,Bad!
127,"Bad! Stand clear, Watson! Not an unnecessary
     footstep! What do I read here? He fell wounded, he stood up, he
     remounted, he proceeded. But there is no other track. Cattle on this
     side path. He was surely not gored by a bull? Impossible! But I see
     no traces of anyone else. We must push on, Watson. Surely with stains
     as well as the track to guide us he cannot escape us now."
128,"Let us continue our reconstruction. He meets his death five miles
     from the school--not by a bullet, mark you, which even a lad might
     conceivably discharge, but by a savage blow dealt by a vigorous arm.
     The lad, then, had a companion in his flight. And the flight was a
     swift one, since it took five miles before an expert cyclist could
     overtake them. Yet we survey the ground round the scene of the
     tragedy. What do we find? A few cattle tracks, nothing more. I took a
     wide sweep round, and there is no path within fifty yards. Another
     cyclist could have had nothing to do with the actual murder. Nor were
     there any human footmarks."
129,this is impossible.
130,Admirable!
131,"A most illuminating remark. It is impossible
     as I state it, and therefore I must in some respect have stated it
     wrong. Yet you saw for yourself. Can you suggest any fallacy?"
132,"How are you, Mr. Reuben Hayes?"
133,"Who are you, and how do you get my name so pat?"
134,"for
     I was his head coachman once, and cruel bad he treated me. It was him
     that sacked me without a character on the word of a lying
     corn-chandler. But I'm glad to hear that the young lord was heard of
     in Liverpool, and I'll help you to take the news to the Hall."
135,"Thank you,"
136,"We'll have some food first. Then you can
     bring round the bicycle."
137,"I tell you, man, that I haven't got one. I'll let you have two
     horses as far as the Hall."
138,"Well, well,"
139,"we'll talk about it when we've had
     something to eat."
140,What are you doing there?
141,"Why, Mr. Reuben Hayes,"
142,"one might think that
     you were afraid of our finding something out."
143,"But
     look here, mister, I don't care for folk poking about my place
     without my leave, so the sooner you pay your score and get out of
     this the better I shall be pleased."
144,"All right, Mr. Hayes--no harm meant,"
145,"We have been
     having a look at your horses, but I think I'll walk after all. It's
     not far, I believe."
146,"Get down, Watson!"
147,The Duke's secretary!
148,"Come, Watson, let us see what
     he does."
149,"It seems to be a curious class of custom that is done by the
     Fighting Cock,"
150,The bar is on the other side.
151,"Quite so. These are what one may call the private guests. Now, what
     in the world is Mr. James Wilder doing in that den at this hour of
     night, and who is the companion who comes to meet him there? Come,
     Watson, we must really take a risk and try to investigate this a
     little more closely."
152,"Yes, yes,"
153,"At least, we may take counsel how far we can
     minimize this hideous scandal."
154,"Exactly,"
155,"I think, your Grace, that this can only be
     done by absolute and complete frankness between us. I am disposed to
     help your Grace to the best of my ability; but in order to do so I
     must understand to the last detail how the matter stands. I realize
     that your words applied to Mr. James Wilder, and that he is not the
     murderer."
156,
157,Without a word the Duke pressed the electric bell. A servant entered.
158,"Now,"
159,"having secured the future, we can afford to be more lenient with the
     past. I am not in an official position, and there is no reason, so
     long as the ends of justice are served, why I should disclose all
     that I know. As to Hayes I say nothing. The gallows awaits him, and I
     would do nothing to save him from it. What he will divulge I cannot
     tell, but I have no doubt that your Grace could make him understand
     that it is to his interest to be silent. From the police point of
     view he will have kidnapped the boy for the purpose of ransom. If
     they do not themselves find it out I see no reason why I should
     prompt them to take a broader point of view. I would warn your Grace,
     however, that the continued presence of Mr. James Wilder in your
     household can only lead to misfortune."
160,"That also I have arranged, Mr. Holmes. I wrote to the Duchess this
     morning."
161,"In that case,"
162,"I think that my friend and I
     can congratulate ourselves upon several most happy results from our
     little visit to the North. There is one other small point upon which
     I desire some light. This fellow Hayes had shod his horses with shoes
     which counterfeited the tracks of cows. Was it from Mr. Wilder that
     he learned so extraordinary a device?"
163,"You don't mean to say that you
     have been walking about London with that thing?"
164,
165,
166,"and then came several sheets of numbers. Another
     heading was Argentine, another Costa Rica, and another San Paulo,
     each with pages of signs and figures after it."
167,
168,
169,"Sharp at the hour named Inspector Stanley Hopkins appeared, and we
     sat down together to the excellent breakfast which Mrs. Hudson had
     prepared. The young detective was in high spirits at his success."
170,
171,
172,"said he.

     There had been some talking in gruff voices outside, and now Mrs.
     Hudson opened the door to say that there were three men inquiring for
     Captain Basil."
173,"The second man was a long, dried-up creature, with lank hair and
     sallow cheeks. His name was Hugh Pattins. He also received his
     dismissal, his half-sovereign, and the order to wait.

     The third applicant was a man of remarkable appearance. A fierce
     bull-dog face was framed in a tangle of hair and beard, and two bold
     dark eyes gleamed behind the cover of thick, tufted, overhung
     eyebrows. He saluted and stood sailor-fashion, turning his cap round
     in his hands."
174,
175,
176,The seaman lurched across the room and took up the pen.
177,"said he.

     I heard a click of steel and a bellow like an enraged bull. The next
     instant Holmes and the seaman were rolling on the ground together. He
     was a man of such gigantic strength that, even with the handcuffs
     which Holmes had so deftly fastened upon his wrists, he would have
     very quickly overpowered my friend had Hopkins and I not rushed to
     his rescue. Only when I pressed the cold muzzle of the revolver to
     his temple did he at last understand that resistance was vain. We
     lashed his ankles with cord and rose breathless from the struggle."
178,
179,
180,
181,
182,
183,
184,"THE ADVENTURE OF CHARLES AUGUSTUS MILVERTON

     It is years since the incidents of which I speak took place, and yet
     it is with diffidence that I allude to them. For a long time, even
     with the utmost discretion and reticence, it would have been
     impossible to make the facts public; but now the principal person
     concerned is beyond the reach of human law, and with due suppression
     the story may be told in such fashion as to injure no one. It records
     an absolutely unique experience in the career both of Mr. Sherlock
     Holmes and of myself. The reader will excuse me if I conceal the date
     or any other fact by which he might trace the actual occurrence.

     We had been out for one of our evening rambles, Holmes and I, and had
     returned about six o'clock on a cold, frosty winter's evening. As
     Holmes turned up the lamp the light fell upon a card on the table. He
     glanced at it, and then, with an ejaculation of disgust, threw it on
     the floor. I picked it up and read:--

                                        
                             Charles Augustus Milverton,
                                        
                                  Appledore Towers,
                                        
                                     Hampstead.
                                        
                                       Agent."
185,I asked.
186,
187,"cried Milverton, taking out a
     bulky pocket-book."
188,
189,"Milverton had glided as quick as a rat to the side of the room, and
     stood with his back against the wall."
190,"I had a catching of the breath, and my skin went cold at the words,
     which were slowly uttered in a tone of concentrated resolution. As a
     flash of lightning in the night shows up in an instant every detail
     of a wide landscape, so at one glance I seemed to see every possible
     result of such an action--the detection, the capture, the honoured
     career ending in irreparable failure and disgrace, my friend himself
     lying at the mercy of the odious Milverton."
191,"Holmes and I put on our dress-clothes, so that we might appear to be
     two theatre-goers homeward bound. In Oxford Street we picked up a
     hansom and drove to an address in Hampstead. Here we paid off our
     cab, and with our great-coats buttoned up, for it was bitterly cold
     and the wind seemed to blow through us, we walked along the edge of
     the Heath."
192,"I could not have believed that an alarm could have spread so swiftly.
     Looking back, the huge house was one blaze of light. The front door
     was open, and figures were rushing down the drive. The whole garden
     was alive with people, and one fellow raised a view-halloa as we
     emerged from the veranda and followed hard at our heels. Holmes
     seemed to know the ground perfectly, and he threaded his way swiftly
     among a plantation of small trees, I close at his heels, and our
     foremost pursuer panting behind us. It was a six-foot wall which
     barred our path, but he sprang to the top and over. As I did the same
     I felt the hand of the man behind me grab at my ankle; but I kicked
     myself free and scrambled over a glass-strewn coping. I fell upon my
     face among some bushes; but Holmes had me on my feet in an instant,
     and together we dashed away across the huge expanse of Hampstead
     Heath. We had run two miles, I suppose, before Holmes at last halted
     and listened intently. All was absolute silence behind us. We had
     shaken off our pursuers and were safe.

     We had breakfasted and were smoking our morning pipe on the day after
     the remarkable experience which I have recorded when Mr. Lestrade, of
     Scotland Yard, very solemn and impressive, was ushered into our
     modest sitting-room."
193,
194,
195,
196,
197,
198,
199,
200,
201,"He hurried at his top speed
     down Baker Street and along Oxford Street, until we had almost
     reached Regent Circus. Here on the left hand there stands a shop
     window filled with photographs of the celebrities and beauties of the
     day. Holmes's eyes fixed themselves upon one of them, and following
     his gaze I saw the picture of a regal and stately lady in Court
     dress, with a high diamond tiara upon her noble head. I looked at
     that delicately-curved nose, at the marked eyebrows, at the straight
     mouth, and the strong little chin beneath it. Then I caught my breath
     as I read the time-honoured title of the great nobleman and statesman
     whose wife she had been. My eyes met those of Holmes, and he put his
     finger to his lips as we turned away from the window.






                       THE ADVENTURE OF THE SIX NAPOLEONS

     It was no very unusual thing for Mr. Lestrade, of Scotland Yard, to
     look in upon us of an evening, and his visits were welcome to
     Sherlock Holmes, for they enabled him to keep in touch with all that
     was going on at the police head-quarters. In return for the news
     which Lestrade would bring, Holmes was always ready to listen with
     attention to the details of any case upon which the detective was
     engaged, and was able occasionally, without any active interference,
     to give some hint or suggestion drawn from his own vast knowledge and
     experience.

     On this particular evening Lestrade had spoken of the weather and the
     newspapers. Then he had fallen silent, puffing thoughtfully at his
     cigar. Holmes looked keenly at him."
202,
203,
204,
205,"It's the Napoleon bust business again,"
206,
207,said Lestrade.
208,"It was evidently taken by a snap-shot from a small camera. It
     represented an alert, sharp-featured simian man with thick eyebrows,
     and a very peculiar projection of the lower part of the face like the
     muzzle of a baboon."
209,"As we left the room we heard his pen travelling shrilly over the
     foolscap.

     The spot where the fragments of the bust had been found was only a
     few hundred yards away. For the first time our eyes rested upon this
     presentment of the great Emperor, which seemed to raise such frantic
     and destructive hatred in the mind of the unknown. It lay scattered
     in splintered shards upon the grass. Holmes picked up several of them
     and examined them carefully. I was convinced from his intent face and
     his purposeful manner that at last he was upon a clue."
210,
211,
212,"he continued, after some turning over of pages,"
213,
214,"Holmes had taken several notes during Mr. Harding's evidence, and I
     could see that he was thoroughly satisfied by the turn which affairs
     were taking. He made no remark, however, save that, unless we
     hurried, we should be late for our appointment with Lestrade. Sure
     enough, when we reached Baker Street the detective was already there,
     and we found him pacing up and down in a fever of impatience. His
     look of importance showed that his day's work had not been in vain."
215,
