number,quote
36,“A robbery may be a relief since it would dispossess my mind of the fear of something else.”
37,"“Murder,”"
38,"“I have already told Hastings that I am like the prima donna who makes always one more appearance,”"
39,"“That’s an idea, that is. Ought to be put in a book.”"
40,"“It will be Hastings who will have to do that,”"
41,"“Ha ha! That would be a joke, that would,”"
42,quote
43,‘It’s utterly senseless.’
44,"‘From the point of view of the man about to sit, certainly it is.’"
45,"‘From the point of view of the man about to sit, certainly it is.’"
46,‘A very simple crime. A crime with no complications. A crime of quiet domestic life…very unimpassioned—very intime.’
47,"‘Supposing,’ murmured Poirot, ‘that four people sit down to play bridge and one, the odd man out, sits in a chair by the fire. At the end of the evening the man by the fire is found dead. One of the four, while he is dummy, has gone over and killed him, and intent on the play of the hand, the other three have not noticed. Ah, there would be a crime for you! Which of the four was it?’"
48,‘Naturally. The hors d’oeuvres.’
49,"‘Or, of course,’ I said, ‘there’s poison—but that’s always so technical. Or a revolver shot echoing in the night. Then there must be a beautiful girl or two—’"
50,"‘With auburn hair,’ murmured my friend."
51,"‘That is your idea of the cream, eh?’"
52,‘You have made there a very pretty résumé of nearly all the detective stories that have ever been written.’
53,"‘Well,’ I said. ‘What would you order?’"
54,‘A very simple crime. A crime with no complications. A crime of quiet domestic life…very unimpassioned—very intime.’
55,"‘Supposing,’ murmured Poirot, ‘that four people sit down to play bridge and one, the odd man out, sits in a chair by the fire. At the end of the evening the man by the fire is found dead. One of the four, while he is dummy, has gone over and killed him, and intent on the play of the hand, the other three have not noticed. Ah, there would be a crime for you! Which of the four was it"
56,quote
57,“A B C. Who the devil could A B C be? We’ll see if Mary Drower (that’s the niece) can give us any help. It’s an odd business. But for this letter I’d have put my money on Franz Ascher for a certainty.”
58,"“Pull yourself together. I’m not charging you with anything—yet. And you’re not bound to make a statement unless you like. On the other hand, if you’re not concerned in the murder of your wife—”"
59,"“Perfectly, perfectly. On the face of it, highly improbable. But one must take all possibilities into account. The body was lying—how?”"
60,"“You perceive, Hastings, that we have already one further point in favour of Ascher’s innocence. If he had been abusing his wife and threatening her, she would have been facing him over the counter. Instead she had her back to her assailant—obviously she is reaching down tobacco or cigarettes for a customer.”"
61,quote
62,“Pretty gruesome.”
63,"“Pauvre femme,” he murmured."
64,"“Overton is not, I think, many miles from here. Shall we run over there and have an interview with the niece of the dead woman?”"
65,“Surely you will go first to the shop where the crime took place?”
66,“I prefer to do that later. I have a reason.”
67,"“Then perhaps I can talk to you for a few minutes if your mistress will not object. It is about your aunt, Mrs. Ascher.”"
68,"“The mistress is out, sir. She wouldn’t mind, I’m sure, if you came in here.”"
69,"“You have heard of your aunt’s death, of course?”"
70,"“Suppose that, after all, he did not kill her.”"
71,“Didn’t kill her?”
72,“There was no one your aunt was afraid of?”
73,“You never heard her mention anyone who had a grudge against her?”
74,“Did she ever get anonymous letters?”
75,“Has your aunt any relations except you?”
76,“Had your aunt any savings? Any money put by?”
77,“At present one is in the dark—there is no direction—if things get clearer—”
78,"“If I want you at any time, Mary, I will write to you here.”"
79,"“I wish that, when you do go, you would give me your address. Here is my card.”"
80,"“Is there anything—queer going on, sir?”"
81,"“Yes, my child. There is—something queer going on. Later you may be able to help me.”"
82,quote
83,"""Down in a heap behind the counter, that’s where she was. Doctor says as how she never knew what hit her. Must have been reaching up to one of the shelves.”"
84,"""There was nothing in her hand?"""
85,"""Fingerprints?"""
86,"""Not on the counter itself?"""
87,"""Any of Ascher’s among them?"""
88,"""Pauvre femme,"""
89,"""It was just opposite you, was it not, that this murder occurred? What an affair! What a sensation it must have caused you!"""
90,"""Possibly you even observed the murderer enter the shop—a tall, fair man with a beard, was he not? A Russian, so I have heard."""
91,"""Mais oui. I thought perhaps you might have noticed him last night?"""
92,"""Well, I don’t get much chance of noticing, and that’s a fact. The evening’s our busy time and there’s always a fair few passing along and getting home after their work. A tall, fair man with a beard—no, I can’t say I saw anyone of that description anywhere about."""
93,"""Parbleu, I wanted to estimate the chances of a stranger being noticed entering the shop opposite."""
94,"""No, mon ami. If I had ‘simply asked,’ as you put it, I should have got no answer at all to my questions."""
95,"""At a cheap greengrocer’s—not strawberries. A strawberry, unless fresh picked, is bound to exude juice. A banana—some apples—even a cabbage—but strawberries—"""
96,"""It was the first thing I thought of,"""
97,"""That is unworthy of your imagination,"""
98,"""Good evening,"""
99,quote
100,"Good evening, madame. I am on the staff of the Evening Flicker. I want to persuade you to accept a fee of five pounds and let us have an article on your late neighbour, Mrs. Ascher."
101,"Well, Mrs. Fowler, I hope you're going to do what I ask."
102,"I don't know, I'm sure."
103,Hastily Poirot reassured her. No labour on her part was required. He would elicit the facts from her and the interview would be written up.
104,"Kept herself to herself, Mrs. Ascher had. Not what you'd call really friendly, but there, she'd had a lot of trouble, poor soul, everyone knew that. And by rights Franz Ascher ought to have been locked up years ago."
105,"Give as good as she got any day. But there it was—the pitcher could go to the well once too often. Again and again, she, Mrs. Fowler, had said to her: “One of these days that man will do for you. Mark my words.” And he had done, hadn’t he?"
106,Had Mrs. Ascher ever received any peculiar letters—letters without a proper signature—just something like A B C?
107,"What's that? A railway guide, an A B C? No, I never saw such a thing about—and I'm sure if Mrs. Ascher had been sent one I’d have heard about it."
108,"You must excuse me,”"
109,"Well, Mrs. Fowler, I hope you're going to do what I ask.”"
110,"I don’t know, I’m sure.”"
111,Had Mrs. Ascher ever received any peculiar letters—letters without a proper signature—just something like A B C?
112,"Rather a dear five pounds’ worth, Poirot,”"
113,quote
114,"""Thank you, Mr. Partridge, for answering these questions. Have you, by any chance, an A B C in the house? I want to look up my return train to London."""
115,"""On the shelf just behind you,"""
116,"""In truth I sympathize with you, but what will you? It is a question of murder, is it not? One has to be very, very careful."""
117,"""You shut your blarsted mouth,"""
118,"""A matter of opinion,"""
119,"""There has been a murder—the police want to know who has been in the shop—I myself think it would have—what shall I say?—looked more natural if you had come forward."""
120,"""Why the hell should I? It were no business of mine."""
121,"""What are you getting at, mister? Nobody’s got anything against me? Everyone knows who did the old girl in, that b—of a husband of hers."""
122,"""Calm yourself, monsieur,"""
123,"""I demand only your account of your visit. That you refuse it seems to me—what shall we say—a little odd?"""
124,"""It was six o’clock when you entered the shop?"""
125,"""You didn’t see the body fallen down behind the counter?"""
126,"""Perhaps you picked up the railway guide or moved it along the counter?"""
127,"""And you did not see anyone leaving the shop before you yourself got there?"""
128,"""Nobody is pitching upon you—yet. Bonsoir, monsieur."""
129,"""With great haste, my friend, we might manage to catch the 7:2. Let us despatch ourselves quickly."""
130,"""Mon ami, what will you? You fix upon me a look of dog-like devotion and demand of me a pronouncement à la Sherlock Holmes! Now for the truth—I do not know what the murderer looks like, nor where he lives, nor how to set hands upon him."""
131,"""Do you think he left it by mistake then?"""
132,"""What was yesterday evening? A warm June night. Does a man stroll about on such an evening in gloves? Such a man would certainly have attracted attention. Therefore since there are no fingerprints on the A B C, it"
133,quote
134,Nothing.
135,Am I the magician? The sorcerer? What would you have me do?
136,"My energetic Hastings,"
137,Nothing.
138,"Read,"
139,quote
140,“It has happened.”
141,"“Faites attention, Hastings. I do not want a second tragedy in my rooms!”"
142,“What is our plan of campaign?”
143,"“At last we have a piece of information that is very definite. That tells one something, does it not?”"
144,“Du tout.”
145,"“It does not seem to you important, that? Yet, pour une femme, it is of the first importance. Often it decides her destiny!”"
146,"“Aha,”"
147,"“At last we have a piece of information that is very definite. That tells one something, does it not?”"
148,“Du tout.”
149,"“It does not seem to you important, that? Yet, pour une femme, it is of the first importance. Often it decides her destiny!”"
150,"“Aha,”"
151,""" said Poirot."
152,""" said Inspector Kelsey encouragingly."
153,""" said Miss Merrion. ""Truly disgusting. It makes one despair of human nature."""
154,"clean-looking girl,"" she said distantly."
155,"yes?"" inquired Poirot."
156,"but our rush is over by 6:30."""
157,""" said Miss Merrion aloofly."
158,"and an extra two after the 20th July until the end of August."""
159,""" remarked Inspector Kelsey. He mimicked the lady’s mincing tone."
160,quote
161,"“Pull yourself together, old lady. Try to hold up, mother,”"
162,"“Now just you pull yourself together,”"
163,“I’m sure Donald would never—would never—”
164,"“You’re very near the truth there, Mr. Barnard,”"
165,“I tell you what I’d like to do—have a look over Miss Barnard’s room. There may be something—letters—or a diary.”
166,"“Look over it and welcome,”"
167,“Who are you?”
168,"“Oh, well,”"
169,“You are Miss Barnard?”
170,"“I am Megan Barnard. You belong to the police, I suppose?”"
171,“Not exactly—”
172,“I don’t think I’ve got anything to say to you. My sister was a nice bright girl with no men friends. Good morning.”
173,"“That’s the correct phrase, I believe?”"
174,"“I’m not a reporter, if that’s what you’re getting at.”"
175,“Your father is showing the police your sister’s bedroom. Your mother’s in there. She’s very upset.”
176,“Mademoiselle Barnard?”
177,"“You are intelligent, mademoiselle.”"
178,“I was extremely fond of Betty. But my fondness didn’t blind me from seeing exactly the kind of silly little fool she was—and even telling her so upon occasions! Sisters are like that.”
179,"“Will you, mademoiselle, be precise.”"
180,"“I will help you. I heard what you said to Hastings. That your sister was a bright, happy girl with no men friends. It was—un peu—the opposite that was true, was it not?”"
181,"“You see, mademoiselle, that the information for which I ask you can give"
182,quote
183,“I understand. Continue.”
184,"“Do you know if your sister met this married man, or any other man, lately?”"
185,“Betty Barnard was killed by a homicidal murderer. Only by speaking the exact truth can you help us to get on his track.”
186,"“That’s right, Don,” she said. “It isn’t a time for considering one’s own feelings or anyone else’s. You’ve got to come clean.”"
187,“Who are you? You don’t belong to the police?”
188,"“I am better than the police,” said Poirot."
189,“Yes?”
190,quote
191,"While you pursued your investigations upstairs I have been conversing with Miss Barnard and Mr. Fraser, endeavouring if I could to find something that will throw light upon the matter."
192,"Oh, there you are,"
193,"If you make it public, you're playing A B C's game. That's what he wants—publicity—notoriety. That's what he's out after. I'm right, aren't I, doctor?"
194,"It is difficult for me, Sir Lionel,” he said. “I am, as you might say, an interested party. The challenge was sent to me. If I say ‘Suppress that fact—do not make it public,’ may it not be thought that it is my vanity that speaks? That I am afraid for my reputation?"
195,"Only the amazing magnanimity of the murderer, Hastings."
196,Are there any material facts of interest in the Bexhill case?
197,It seems to me that there is one very important clue—the discovery of the motive.
198,"Come, come, M. Poirot,” said Crome. “Look at Stoneman in 1929. He ended by trying to do away with anyone who annoyed him in the slightest degree.”"
199,"Quite so. But if you are a sufficiently great and important person, it is necessary that you should be spared small annoyances. If a fly settles on your forehead again and again, maddening you by its tickling—what do you do? You endeavour to kill that fly. You have no qualms about it. You are important—the fly is not. You kill the fly and the annoyance ceases. Your action appears to you sane and justifiable. Another reason for killing a fly is if you have a strong passion for hygiene. The fly is a potential source of danger to the community—the fly must go. So works the mind of the mentally deranged criminal. But consider now this case—if the victims are alphabetically selected, then they are not being removed because they are a source of annoyance to the murderer personally. It would be too much of a coincidence to combine the two."
200,Paranoia
201,Are there any material facts of interest in the Bexhill case?
202,Looks like A to Z
203,I agree with Dr.
204,quote
205,"""what passes exactly in the mind of the murderer? He kills, it would seem from his letters, pour le sport—to amuse himself. Can that really be true? And even if it is true, on what principle does he select his victims apart from the merely alphabetical one? If he kills merely to amuse himself he would not advertise the fact, since, otherwise, he could kill with impunity. But no, he seeks, as we all agree, to make the splash in the public eye—to assert his personality. In what way has his personality been suppressed that one can connect with the two victims he has so far selected? A final suggestion: Is his motive direct personal hatred of me, of Hercule Poirot? Does he challenge me in public because I have (unknown to myself) vanquished him somewhere in the course of my career? Or is his animosity impersonal—directed against a foreigner? And if so, what again has led to that? What injury has he suffered at a foreigner’s hand?"""
206,”
207,"yes? A little unanswerable at present, perhaps.”"
208,"then, so soft-hearted that he cannot bear others to suffer for something they did not do?”"
209,”
210,I don’t think that that is our fellow’s reason. He wants the credit of these crimes for his own honour and glory. That’s the explanation that fits best.”
211,”
212,” Poirot’s voice came sharply and interrupted me. “When was that letter written? Is there a date on it?”
213,” I announced.
214,Hastings? Did he give the date of the murder as the 30th?”
215,Hastings—do you not realise? Today is the 30th.”
216,quote
217,"“Ah, c’est ingénieux, ça!”"
218,“He prints the letter and the bottle is in front of him.”
219,"“Eh bien,”"
220,“It is possible that publicity may do what private efforts have failed to do. The whole country now will be looking for A B C.”
221,"“True. But it may, all the same, be his undoing. Gratified by success, he may become careless…That is what I hope—that he may be drunk with his own cleverness.”"
222,"“You go straight to the point, Mr. Franklin,”"
223,quote
224,“Encore!”
225,"“Anyway, it wasn’t suicide,”"
226,"“Now I believe, Mr. Clarke, that it was your brother’s habit to go for a stroll every evening?”"
227,“Every night?”
228,“And outside?”
229,“And in the village?”
230,“Of course.”
231,"“Strictly speaking, we haven’t got a village. There’s a post office and cottages at Churston Ferrers—but there’s no village or shops.”"
232,“I suppose a stranger hanging round the place would be fairly easily noticed?”
233,"“On the contrary. In August all this part of the world is a seething mass of strangers. They come over every day from Brixham and Torquay and Paignton in cars and buses and on foot. Broadsands, which is down there (he pointed), is a very popular beach and so is Elbury Cove—it’s a well-known beauty spot and people come there and picnic. I wish they didn’t! You’ve no idea how beautiful and peaceful this part of the world is in June and the beginning of July.”"
234,“So you don’t think a stranger would be noticed?”
235,"“Not unless he looked—well, off his head.”"
236,"“This man doesn’t look off his head,”"
237,"“You see what I’m getting at, Mr. Clarke. This man must have been spying out the land beforehand and discovered your brother’s habit of taking an evening stroll. I suppose, by the way, that no strange man came up to the house and asked to see Sir Carmichael yesterday?”"
238,“Not that I know of—but we’ll ask Deveril.”
239,"“Hold up, Thora. It’s pretty beastly, but it’s no use shirking facts.”"
240,"“Hold up, Thora. It’s pretty beastly, but it’s no use shirking facts.”"
241,"“Anything to tell us, doctor?”"
242,“Encore!”
243,quote
244,"He’s got a damned offensive manner,”"
245,“M. Poirot’s the man for my money. I’ve got a plan. But we’ll talk of that later.”
246,"“Sorry, sir, I expect you were in the war.”"
247,"“Eh bien, if our madman reads what I am supposed to have said to the Daily Blague today, he will lose all respect for me as an opponent!”"
248,"“Yes, a thousand times yes.”"
249,quote
250,"“Precisely. And therefore not to be arrived at in a minute. When I know what the murderer is like, I shall be able to find out who he is. And all the time I learn more. After the Andover crime, what did we know about the murderer? Next to nothing at all. After the Bexhill crime? A little more. After the Churston murder? More still. I begin to see—not what you would like to see—the outlines of a face and form but the outlines of a mind. A mind that moves and works in certain definite directions. After the next crime—”"
251,“Poirot!”
252,"“Et alors, je vais à la pêche.”"
253,"“You comprehend, Hastings, an expert fisherman knows exactly what flies to offer to what fish. I shall offer the right kind of fly.”"
254,"“And then? And then? You are as bad as the superior Crome with his eternal ‘Oh, yes?’ Eh bien, and then he will take the bait and the hook and we will reel in the line….”"
255,“Inutile to be so sarcastic. It rejoices me that there is here no shadow of guilt to distress the innocent.”
256,"“No, no, a thousand times no! There is nothing so terrible as to live in an atmosphere of suspicion—to see eyes watching you and the love in them changing to fear—nothing so terrible as to suspect those near and dear to you—It is poisonous—a miasma. No, the poisoning of life for the innocent, that, at least, we cannot lay at A B C’s door.”"
257,"“Why not? He may believe himself fully justified. We may, perhaps, end by having sympathy with his point of view.”"
258,“Alas! I have shocked you. First my inertia—and then my views.”
259,"“All the same,” said Poirot after a minute or two. “I have one project that will please you—since it is active and not passive. Also, it will entail a lot of conversation and practically no thought.”"
260,"“Do you suspect them of keeping things back, then?”"
261,“Not intentionally. But telling everything you know always
262,quote
263,You have been in the East? In China?
264,"Very interesting it must have been. Eh bien, Mr. Clarke, I approve very highly of your idea. I was saying to Hastings only yesterday that a rapprochement of the people concerned was needed. It is necessary to pool reminiscences, to compare notes—enfin to talk the thing over—to talk—to talk—and again to talk. Out of some innocent phrase may come enlightenment."
265,"As I say, it was not chance that provided A B C with a victim in Betty Barnard. There must have been deliberate selection on his part—and therefore premeditation. That is to say, he must have reconnoitred the ground beforehand. There were facts of which he had informed himself—the best hour for the committing of the crime at Andover—the mise en scène at Bexhill—the habits of Sir Carmichael Clarke at Churston. Me, for one, I refuse to believe that there is no indication—no slightest hint—that might help to establish his identity."
266,I make the assumption that one—or possibly all of you—knows something that they do not know they know.
267,"Sooner or later, by reason of your association with one another, something will come to light, will take on a significance as yet undreamed of. It is like the jig-saw puzzle—each of you may have a piece apparently without meaning, but which when reunited may show a definite portion of the picture as a whole."
268,"Words, mademoiselle, are only the outer clothing of ideas."
269,"If 'least said is soonest mended,' it's the converse we want here."
270,"Suppose that you all go over your own remembrances of the time preceding the murder. Perhaps you'll start, Mr. Clarke."
271,"Let me see, on the morning of the day Car was killed I went off sailing. Caught eight mackerel. Lovely out there on the bay. Lunch at home. Irish stew, I remember. Slept in the hammock. Tea. Wrote some letters, missed the post, and drove into Paignton to post them. Then dinner and—I’m not ashamed to say it—reread a book of E. Nesbit’s that I used to love"
272,quote
273,“I suppose you got letters from your aunt?”
274,“I know just what you feel like.”
275,“I know exactly. Those are just the sort of things that are hell to remember.”
276,“I could make some suggestions.”
277,"“Go ahead, M. Poirot. A—?”"
278,“What did it say?”
279,"“She said the old devil had been round and that she’d sent him off with a flea in the ear—excuse the expression, sir—said she expected me over on the Wednesday—that’s my day out, sir—and she said we’d go to the pictures. It was going to be my birthday, sir.”"
280,“I know just what you feel like.”
281,“I know exactly. Those are just the sort of things that are hell to remember.”
282,"“I consider it just possible that the waitress, Milly Higley, might know something useful.”"
283,"“May I suggest, Mr. Fraser, that you should show signs of interest in the girl?”"
284,"“No, it is not necessary. It is just a possible line of exploration.”"
285,“Shall I try my hand?”
286,“You’ve got your own part of the world to attend to.”
287,"“Mademoiselle Grey now, she is far more fitted—”"
288,“How is Lady Clarke?”
289,"“Certainly, Mr. Clarke. Shall we say the day after tomorrow?”"
290,“Yes. I’ll let nurse know and she’ll arrange the dope accordingly.”
291,"“For you, my child,”"
292,“I think you might perhaps do good work in Andover. Try the children.”
293,"“M. Poirot,”"
294,"“Putney, mademoiselle.”"
295,“That seems to point to A B C being a Londoner.”
296,“It can do no harm to try. I think myself that A B C will be too cunning to reply.”
297,"“I see, Mr. Clarke, that you are—if I may say so without being offensive—still a boy at heart.”"
298,“Unfortunate that she is so intelligent.”
299,quote
300,"That is the last thing my mind is. You are the sentimental one, Hastings."
301,"Certainly, mademoiselle. Sit down, will you not?"
302,"You have been very honest, mademoiselle."
303,"You’re a man milliner, Poirot. I never notice what people have on."
304,Dernier cri.
305,"Do you know, Hastings, I cannot rid my mind of the impression that already, in our conversations this afternoon, something was said that was significant. It is odd—I cannot pin down exactly what it was…Just an impression that passed through my mind…That reminds me of something I have already heard or seen or noted…."
306,"No—not at Churston…Before that…No matter, presently it will come to me…."
307,"She is an angel, is she not? From Eden, by way of Sweden…."
308,Go to the devil!
309,And wears very lovely clothes. That crêpe marocain and the silver fox collar—dernier cri.
310,quote
311,“Why did you say that Miss Grey was a liar?”
312,"“Because she is. She told you no strangers came to the house, didn’t she?”"
313,"“Very well, then. I saw her—with my own eyes—out of this window—talking to a perfectly strange man on the front doorstep.”"
314,“When was this?”
315,“In the morning of the day Car died—about eleven o’clock.”
316,“What did this man look like?”
317,“An ordinary sort of man. Nothing special.”
318,“A gentleman—or a tradesman?”
319,“Not a tradesman. A shabby sort of person. I can’t remember.”
320,“Please—you must go now—I’m a little tired—Nurse.”
321,“Why did the girl lie about it and say she had seen no one?”
322,“I can think of seven separate reasons—one of them an extremely simple one.”
323,“Is that a snub?”
324,"“It is, perhaps, an invitation to use your ingenuity. But there is no need for us to perturb ourselves. The easiest way to answer the question is to ask her.”"
325,“And suppose she tells us another lie.”
326,“That would indeed be interesting—and highly suggestive.”
327,“It is monstrous to suppose that a girl like that could be in league with a madman.”
328,“Precisely—so I do not suppose it.”
329,“Du tout. Disabuse your mind of that idea.”
330,"“It’s true,”"
331,“everyone’s hand is against her simply because she is good-looking.”
332,“Whose hand was against her at Combeside? Sir Carmichael’s? Franklin’s? Nurse Capstick’s?”
333,"“Lady Clarke was down on her, all right.”"
334,"“Mon ami, you are full of charitable feeling towards beautiful young girls. Me, I feel charitable to sick old ladies. It may be that Lady Clarke was the clear-sighted one—and that her husband, Mr. Franklin Clarke and Nurse Capstick were all as blind as bats—and Captain Hastings.”"
335,
336,quote
337,""" It’s come. The fourth letter."
338,” I cried. “It’s come. The fourth letter.
339,ça.”
340,"” said Clarke, “that the murder will take place on the race course—perhaps actually while the Leger is being run.”"
341,” he said. “We must not disperse the strength. We must approach this matter with method and order in our thoughts. We must look within and not without for the truth. We must say to ourselves—each one of us—what do I know about the murderer? And so we must build up a composite picture of the man we are going to seek.”
342,Miss Grey here told us that she did not see or speak to any stranger on the day that Sir Carmichael Clarke was murdered.”
343,"mademoiselle, that from her window she saw you standing on the front doorstep talking to a man.”"
344,limpid look could not be anything but genuine.
345,ex-army people. They’re very persistent. I had to get rid of him. I was just crossing the hall when he came to the door. He spoke to me instead of ringing but he was quite a harmless sort of person. I suppose that’s why I forgot about him.”
346,"” he was murmuring. “Stockings…stockings…stockings…ça vient…stockings…stockings…it is the motif— yes…three months ago…and the other day…and now. Bon Dieu, I have it!”"
347,"Hastings? Andover. The shop. We go upstairs. The bedroom. On a chair. A pair of new silk stockings. And now I know what it was that roused my attention two days ago. It was you, mademoiselle—” He turned on Megan. “You spoke of your mother who wept because she had bought your sister some new stockings on the very day of the murder….”"
348,in the required CSV format:
349,quote
350,“He wasn’t the sort of man you’d notice.”
351,"“You are quite right, mademoiselle. The whole secret of the murders lies there in your description of the murderer—for without a doubt he was the murderer! 'He wasn’t the sort of man you’d notice.' Yes—there is no doubt about it…You have described the murderer!”"
352,quote
353,"Now then, petite, not the hysteria. We cannot have that. If you should see this man you would recognize him."
354,"Oh, a great many reasons—for one, because the red succeeds the black."
355,I speak the language of the tables. At roulette there may be a long run on the black—but in the end red must turn up. It is the mathematical laws of chance.
356,"Exactly, Hastings. And that is where the gambler (and the murderer, who is, after all, only a supreme kind of gambler since what he risks is not his money but his life) often lacks intelligent anticipation. Because he has won he thinks he will continue to win! He does not leave the tables in good time with his pocket full. So in crime the murderer who is successful cannot conceive the possibility of not being successful! He takes to himself all the credit for a successful performance—but I tell you, my friends, however carefully planned, no crime can be successful without luck!"
357,"No, no. It is an even chance, if you like, but it must be in your favour. Consider! It might have happened that someone enters Mrs. Ascher’s shop just as the murderer is leaving. That person might have thought of looking behind the counter, have seen the dead woman—and either laid hands on the murderer straight away or else been able to give such an accurate description of him to the police that he would have been arrested forthwith."
358,"Yes, of course, that’s possible. What it comes to is that a murderer’s got to take a chance."
359,"Precisely. A murderer is always a gambler. And, like many gamblers, a murderer often does not know when to stop. With each crime his opinion of his own abilities is strengthened. His sense of proportion is warped. He does not say ‘I have been clever and lucky!’ No, he says only ‘I have been clever!’ And his opinion of his cleverness grows and then, mes amis, the ball spins, and the run of colour is over—it drops into a new number and the croupier calls out ‘Rouge.’"
360,You think that will happen in this case?
361,It must happen sooner or later! So far the luck has been with the criminal—sooner or later it must
362,"Hastings. The luck, it turns!"""
363,"Hastings?"""
364,"Hastings."""
365,"you're better at it than I am."""
366,"Hastings. Am I correct in supposing that you intend to be a cavalier to one of the ladies?"""
367,"Hastings, singularly though transparently dishonest! All along you had made up your mind to spend the day with your blonde angel!"""
368,"really, Poirot!"""
369,"but I must request you to give your escort elsewhere."""
370,"all right. I think you've got a weakness for that Dutch doll of a girl."""
371,"Poirot, why?"""
372,"my dear friend, her name begins with a D. We must take no chances."""
373,"I think he guessed that Crome's remark might have reached our ears. 'We've got it in the neck again, you see.'"""
374,"quote"""
375,"“Wish we could get a description of the fellow,” said Colonel Anderson irritably. “We’re as much in the dark as ever.”"
376,”
377,”
378,M. Poirot. Got any reason for this optimism?”
379,"Colonel Anderson. Up to now, the murderer has not made a mistake. He is bound to make one soon.”"
380,"” began the Chief Constable with a snort, but he was interrupted."
381,sir. He reckons he’s got summat to say might help you.”
382,quote
383,It was indicated. This man could not be a regular agent. He sold outright instead of touting for orders.
384,"Got everything clear so far, inspector?"
385,It was indicated. This man could not be a regular agent. He sold outright instead of touting for orders.
386,"Got everything clear so far, inspector?"
387,Shall I run over the position to date?
388,"Yes, please."
389,"I’ve checked up with Churston, Paignton and Torquay. Got a list of people where he went and offered stockings. I must say he did the thing thoroughly. Stayed at the Pitt, small hotel near Torre Station. Returned to the hotel at 10:30 on the night of the murder. Could have taken a train from Churston at 9.57, getting to Torre at 10.20. No one answering to his description noticed on train or at station, but that Friday was Dartmouth Regatta and the trains back from Kingswear were pretty full."
390,"As to Andover, same procedure. Stayed at the Feathers. Offered stockings to Mrs. Fowler, next door to Mrs. Ascher, and to half a dozen other people in the street. The pair Mrs. Ascher had I got from the niece (name of Drower)—they’re identical with Cust’s supply."
391,"Acting on information received,” said the inspector, “I went to the address given me by Hartigan, but found that Cust had left the house about half an hour previously. He received a telephone message, I’m told."
392,An accomplice?”
393,It is odd that—unless—
394,"I made a thorough search of the room he had occupied. That search puts the matter beyond doubt. I found a block of notepaper similar to that on which the letters were written, a large quantity of hosiery and—at the back of the cupboard where the hosiery was stored—a parcel much the same shape and size but which turned out to contain—not hosiery—but eight new A B C railway guides!"
395,"Proof positive,”"
396,"Only found it this morning, sir. Not had time to report yet. There was no sign of the knife in his room—"
397,quote
398,“You mustn’t be taken in by that theatrical ‘I swear by God’ pose. It’s my opinion that Cust knows perfectly well he committed the murders.”
399,"“However, I’m against the theory that Cust committed these crimes without knowing he’d done them. You might put that theory forward if it weren’t for the letters. The letters knock the theory on the head. They show premeditation and a careful planning of the crime.”"
400,“That interests you?”
401,"“Naturally—since they were written to me. And on the subject of the letters Cust is persistently dumb. Until I get at the reason for those letters being written to me, I shall not feel that the case is solved.”"
402,“Yes—I can understand that from your point of view. There doesn’t seem to be any reason to believe that the man ever came up against you in any way?”
403,“None whatever.”
404,“I might make a suggestion. Your name!”
405,"“Your words are very suggestive, doctor. They foster ideas….”"
406,"“Oh, it’s only a suggestion. Well, I must be off.”"
407,“Does this alibi worry you?”
408,“Describe him to me.”
