51,"let the enquirer begin by mastering more elementary problems. Let him, on meeting a fellow-mortal, learn at a glance to distinguish the history of the man, and the trade or profession to which he belongs. Puerile as such an exercise may seem, it sharpens the faculties of observation, and teaches one where to look and what to look for. By a man's finger nails, by his coat-sleeve, by his boot, by his trouser knees, by the callosities of his forefinger and thumb, by his expression, by his shirt cuffs--by each of these things a man's calling is plainly revealed. That all united should fail to enlighten the competent enquirer in any case is almost inconceivable."""
52,"this article,"" I said, pointing at it with my egg spoon as I sat down to my breakfast. ""I see that you have read it since you have marked it. I don't deny that it is smartly written. It irritates me though. It is evidently the theory of some arm-chair lounger who evolves all these neat little paradoxes in the seclusion of his own study. It is not practical. I should like to see him clapped down in a third class carriage on the Underground, and asked to give the trades of all his fellow-travellers. I would lay a thousand to one against him."""
53,""" Sherlock Holmes remarked calmly.  ""As for the article I wrote it myself."""
54,"I have a turn both for observation and for deduction. The theories which I have expressed there, and which appear to you to be so chimerical are really extremely practical--so practical that I depend upon them for my bread and cheese."""
55,I have a trade of my own
56,"""quote"""
57,"""I felt rather indignant at having two characters whom I had admired treated in this cavalier style."""
58,"""This fellow may be very clever, but he is certainly very conceited."""
59,"""I wonder what that fellow is looking for?"""
60,"""For Mr. Sherlock Holmes,"""
61,"""May I ask, my lad, what your trade may be?"""
62,"""And you were?"""
63,"""You wish me to come?"""
64,"""You don't seem to give much thought to the matter in hand."""
65,quote
66,"""If a herd of buffaloes had passed along there could not be a greater mess."
67,sir.
68,"""No, sir."""
69,there will not be
70,"""With two such men as yourself and Lestrade upon the ground, there will not be"
71,"""I think we have"
72,"of course, this blood belongs to a second"
73,"""Then, of course, this blood belongs to a second"
74,"Gregson?"""
75,"""Do you remember the case, Gregson?"""
76,""""
77,"""There's been a woman here,"""
78,""""
79,"""This complicates matters,"""
80,"""Nothing to be learned by staring at it."
81,"Stangerson?"""
82,"""Have you made any inquiries as to this man, Stangerson?"""
83,""" said Gregson, in an offended voice."
84,"who had ruffled the little man's temper by bursting into an explosion of laughter. ""You certainly have the credit of being the first of us to find this out, and, as you say, it bears every mark of having been written by the other participant in last night's mystery. I have not had time to examine this room yet, but with your permission I shall do so now."""
85,""" he remarked; ""as a matter of fact, my mind is entirely made up upon the case, but still we may as well learn all that is to be learned."""
86,""" he answered."
87,""" said I; ""but how about the other man's height?"""
88,"quote"""
89,"you sum up the difficulties of the situation succinctly and well,"""
90,""""
91,""""
92,"and the earnest way in which I uttered them."""
93,quote
94,"""Where was you hid to see all that?"""
95,""" he said. ""I am one of the hounds and not the wolf; Mr. Gregson or Mr. Lestrade will answer for that. Go on, though. What did you do next?"""
96,"it was, as far as anybody that could be of any good goes."""
97,""" he said, ""but never anyone so cryin' drunk as that cove. He was at the gate when I came out, a-leanin' up ag'in the railings, and a-singin' at the pitch o' his lungs about Columbine's New-fangled Banner, or some such stuff. He couldn't stand, far less help."""
98,""" he said. ""He'd ha' found hisself in the station if we hadn't been so took up."""
99,"seeing that I had to prop him up--me and Murcher between us. He was a long chap, with a red face, the lower part muffled round--"""
100,""" cried Holmes. ""What became of him?"""
101,""" the policeman said, in an aggrieved voice. ""I'll wager he found his way home all right."""
102,""" muttered my companion. ""You didn't happen to see or hear a cab after that?"""
103,""" my companion said, standing up and taking his hat. ""I am afraid, Rance, that you will never rise in the force. That head of yours should be for use as well as ornament. You might have gained your sergeant's stripes last night. The man whom you held in your hands is the man who holds the clue of this mystery, and whom we are seeking. There is no use of arguing about"
104,quote
105,"""Oh, you can leave me to deal with him then. Have you any arms?"""
106,"""You had better clean it and load it. He will be a desperate man, and though I shall take him unawares, it is as well to be ready for anything."""
107,"""The plot thickens,"" he said, as I entered; ""I have just had an answer to my American telegram. My view of the case is the correct one."""
108,"""My fiddle would be the better for new strings,"" he remarked. ""Put your pistol in your pocket. When the fellow comes speak to him in an ordinary way. Leave the rest to me. Don't frighten him by looking at him too hard."""
109,"""It is eight o'clock now,"" I said, glancing at my watch."
110,"""Yes. He will probably be here in a few minutes. Open the door slightly. That will do. Now put the key on the inside. Thank you! This is a queer old book I picked up at a stall yesterday--De Jure inter Gentes--published in Latin at Liege in the Lowlands, in 1642."
111,"""The gentleman asked me for my address,"" she said. ""Sally lives in lodgings at 3, Mayfield Place, Peckham."""
112,"""And your name is--?"""
113,"""Here is your ring, Mrs. Sawyer,"" I interrupted, in obedience to a sign from my companion; ""it clearly belongs to your daughter, and I am glad to be able to restore it to the rightful owner."""
114,"""I'll follow her,"" he said, hurriedly; ""she must be an accomplice, and will lead me to him. Wait up for me."""
115,"""Either his whole theory is incorrect,"" I thought to myself, ""or else he will be led now to the heart of the mystery."""
116,"""I wouldn't have the Scotland Yarders know it for the world,"" he cried, dropping into his chair; ""I have chaffed them so much that they would never have let me hear the end of it. I can afford to laugh, because I know that I will be even with them in the long run."""
117,quote
118,"""Old woman be damned! We were the old women to be so taken in. It must have been a young man, and an active one, too, besides being an incomparable actor. The get-up was inimitable. He saw that he was followed, no doubt, and used this means of giving me the slip. It shows that the man we are after is not as lonely as I imagined he was, but has friends who are ready to risk something for him. Now, Doctor, you are looking done-up. Take my advice and turn in."""
119,"""Un sot trouve toujours un plus sot qui l'admire."""
120,"""'Tention! cried Holmes, in a sharp tone, and the six dirty little scoundrels stood in a line like so many disreputable statuettes. 'In future you shall send up Wiggins alone to report, and the rest of you must wait in the street. Have you found it, Wiggins?"""
121,"""Here are your wages. Now, off you go, and come back with a better report next time."""
122,"""There's more work to be got out of one of those little beggars than out of a dozen of the force. The mere sight of an official-looking person seals men's lips. These youngsters, however, go everywhere and hear everything. They are as sharp as needles, too; all they want is organisation."""
123,"""Is it on this Brixton case that you are employing them?"""
124,"""Yes; there is a point which I wish to ascertain. It is merely a matter of time. Hullo! we are going to hear some news now with a vengeance! Here is Gregson coming down the road with beatitude written upon every feature of his face. Bound for us, I know. Yes, he is stopping. There he is!"""
125,"""Do you mean that you are on the right track?"""
126,"""The right track! Why, sir, we have the man under lock and key."""
127,"""Take a seat, and try one of these cigars. We are anxious to know how you managed it. Will you have some whiskey and water?"""
128,"""You do me too much honour. Let us hear how you arrived at this most gratifying result."""
129,"""The fun of it is, that that"
130,quote
131,""" said Holmes; ""by John Underwood and Sons, 129, Camberwell Road."""
132,""" he said. ""Have you been there?"""
133,"in a relieved voice; ""you should never neglect a chance, however small it may seem."""
134,"nothing is little,"" remarked Holmes, sententiously."
135,""" continued the detective. ""I found her very pale and distressed. Her daughter was in the room, too--an uncommonly fine girl she is, too; she was looking red about the eyes and her lips trembled as I spoke to her. That didn't escape my notice. I began to smell a rat. You know the feeling, Mr. Sherlock Holmes, when you come upon the right scent--a kind of thrill in your nerves. 'Have you heard of the mysterious death of your late boarder Mr. Enoch J. Drebber, of Cleveland?' I asked."""
136,"' she said, gulping in her throat to keep down her agitation. 'His secretary, Mr. Stangerson, said that there were two trains--one at 9.15 and one at 11. He was to catch the first.'"""
137,"mother,' she said. 'Let us be frank with this gentleman. We did see Mr. Drebber again.'"""
138,"throwing up her hands and sinking back in her chair. 'You have murdered your brother.'"""
139,"' the girl answered firmly."""
140,"' I said. 'Half-confidences are worse than none. Besides, you do"
141,quote
142,"""Very,"" said Holmes."
143,"Gregson, you are getting along. We shall make something of you yet,"" said Holmes in an encouraging voice."
144,""" the detective answered proudly."
145,"by Jove, here's the very man himself!"" said Holmes."
146,""" said Lestrade."
147,"you find it so, Mr. Lestrade!"" cried Gregson, triumphantly. ""I thought you would come to that conclusion. Have you managed to find the Secretary, Mr. Joseph Stangerson?"""
148,"Mr. Joseph Stangerson,"" said Lestrade gravely, ""was murdered at Halliday's Private Hotel about six o'clock this morning."""
149,""" said Lestrade. ""I was the first to discover what had occurred."""
150,""" Holmes observed. ""Would you mind letting us know what you have seen and done?"""
151,"quote"""
152,with which he had read
153,and his pipe was on a chair
154,and on the
155,""" my companion said, confidently, ""all the"
156,"of course,"
157,"but I am as certain of all the main facts,"
158,up
159,as if I had seen them
160,""" said Lestrade, producing a small white box; ""I took"
161,intending to have them put in a
162,for I am bound to say that I do not attach any
163,""" said Holmes. ""Now, Doctor,"" turning to me, ""are"
164,"small,"
165,"and almost transparent against the light. ""From their"
166,I should imagine that they are soluble in
167,""" I remarked."
168,""" answered Holmes. ""Now would you mind going down and"
169,and which the landlady wanted you to put out of its pain
170,its snow-white muzzle proclaimed that it had already
171,""" said Holmes, and drawing"
172,"quote"""
173,or by the depreciating allusion to the detective police.
174,while the
175,"however, before there was a tap at the"
176,"and the spokesman of the street Arabs, young Wiggins,"
177,""" remarked Lestrade, ""if we can only"
178,""" said Holmes, blandly. ""Why don't you introduce this"
179,taking a pair of steel
180,"cabman,"" he said, kneeling"
181,and never turning his head.
182,of
183,of the
184,"savage face, as he glared at the glittering"
185,which had appeared as if by magic upon his wrists. For a
186,with an
187,the prisoner wrenched himself free from
188,and hurled himself through the window. Woodwork and
189,"Gregson,"
190,and Holmes sprang upon him like so many staghounds. He was
191,and then commenced a terrific conflict.
192,that the four of us were shaken off
193,but loss of blood had no effect in
194,quote
195,"If we take you with us, it can only be as believers in our own creed. We shall have no wolves in our fold. Better far that your bones should bleach in this wilderness than that you should prove to be that little speck of decay which in time corrupts the whole fruit. Will you come with us on these terms?"
196,Guess I'll come with you on any terms.
197,"Take him, Brother Stangerson, give him food and drink, and the child likewise. Let it be your task also to teach him our holy creed. We have delayed long enough. Forward! On, on to Zion!"
198,"You shall remain here. In a few days you will have recovered from your fatigues. In the meantime, remember that now and forever you are of our religion. Brigham Young has said it, and he has spoken with the voice of Joseph Smith, which is the voice of God."
199,quote
200,"""Good God! How you scared me! Whatever made you come in like that."""
201,"""Give me food, I have had no time for bite or sup for eight-and-forty hours."""
202,"""Does Lucy bear up well?"""
203,"""Yes. She does not know the danger."""
204,"""That is well. The house is watched on every side. That is why I crawled my way up to it."""
205,"""You're a man to be proud of. There are not many who would come to share our danger and our troubles."""
206,"""You've hit it there, pard. I have a respect for you, but if you were alone in this business I'd think twice before I put my head into such a hornet's nest. It's Lucy that brings me here, and before harm comes on her I guess there will be one less of the Hope family in Utah."""
207,"""What are we to do?"""
208,"""To-morrow is your last day, and unless you act to-night you are lost. I have a mule and two horses waiting in the Eagle Ravine. How much money have you?"""
209,"""Two thousand dollars in gold, and five in notes."""
210,"""That will do. I have as much more to add to it. We must push for Carson City through the mountains. You had best wake Lucy. It is as well that the servants do not sleep in the house."""
211,"""We must make our start at once."""
212,"""The front and back entrances are watched, but with caution we may get away through the side window and across the fields. Once on the road we are only two miles from the Ravine where the horses are waiting. By daybreak we should be half-way through the mountains."""
213,"""What if we are stopped."""
214,"""If they are too many for us we shall take two or three of them with us."""
215,"""Hurry on! hurry on!"""
216,"""We are through the line of sentinels. Everything depends on speed. Hurry on!"""
217,quote
218,"""The Holy Four,"""
219,"""Nine from seven,"""
220,quote
221,"""I guess you're going to take me to the police-station,"""
222,"""My cab's at the door. If you'll loose my legs I'll walk down to it. I'm not so light to lift as I used to be."""
223,"""If there's a vacant place for a chief of the police, I reckon you are the man for it,"""
224,"""You had better come with me,"""
225,"""I can drive you,"""
226,"""Good! and Gregson can come inside with me. You too, Doctor, you have taken an interest in the case and may as well stick to us."""
227,"""I've got a good deal to say. I want to tell you gentlemen all about it."""
228,"""Hadn't you better reserve that for your trial?"""
229,"""I may never be tried,"""
230,"""You needn't look startled. It isn't suicide I am thinking of. Are you a Doctor?"""
231,"""Then put your hand here,"""
232,"""Why, you have an aortic aneurism!"""
233,"""That's what they call it,"""
234,"""I went to a Doctor last week about it, and he told me that it is bound to burst before many days passed. It has been getting worse for years. I got it from over-exposure and under-feeding among the Salt Lake Mountains. I've done my work now, and I don't care how soon I go, but I should like to leave some account of the business behind me. I don't want to be remembered as a common cut-throat."""
235,"""Do you consider, Doctor, that there is immediate danger?"""
236,"""Most certainly there is,"""
237,"""In that case it is clearly our duty, in the interests of justice, to take his statement,"""
238,"""You are at liberty, sir, to give your account, which I again warn you will be taken down."""
239,"""I'll sit down, with your leave,"""
240,"""This aneurism of mine makes me easily tired, and the tussle we had half an hour ago has not mended matters. I'm on the brink of the grave, and I am not"
241,quote
242,"Give me a glass of water, if you please. My mouth gets dry with the talking."
243,That's better
244,quote
245,Drive me to Halliday's Private Hotel
246,"When I had him fairly inside my cab, my heart jumped so with joy"
247,"That craze for drink had seized him again, and he ordered me to pull up outside a gin palace"
248,"'All right, cabby'"
249,'It's infernally dark'
250,'We'll soon have a light'
251,'Who am I?'
252,'You dog'
253,"'I have hunted you from Salt Lake City to St. Petersburg, and you have always escaped me"
254,'What do you think of Lucy Ferrier now?'
255,'Would you murder me?'
256,'There is no murder'
257,'It was not I who killed her father'
258,'But it was you who broke her innocent heart'
259,'Let the high God judge between us. Choose and eat. There is death in one and life in the other.
260,"'Let us see if there is justice upon the earth, or if we are ruled by chance'"
261,'You dog'
262,'You dog'
263,"'I have hunted you from Salt Lake City to St. Petersburg, and you have always escaped me"
264,"'Now, at last your wanderings have come to an end, for either you or I shall never see tomorrow's sun rise'"
265,'What do you think of Lucy Ferrier now?'
266,'Would you murder me?'
267,"quote"""
268,"I have little more to say, and it's as well, for I am about done up."
269,"intending to keep at it until I could save enough to take me back to America. I was standing in the yard when a ragged youngster asked if there was a cabby there called Jefferson Hope, and said that his cab was wanted by a gentleman at 221b, Baker Street. I went round, suspecting no harm, and the next thing I knew, this young man here had the bracelets on my wrists, and as neatly snackled as ever I saw in my life. That's the whole of my story, gentlemen. You may consider me to be a murderer; but I hold that I am just as much an officer of justice as you are."""
270,""""
271,""""
272,quote
273,"It is wonderful! Your merits should be publicly recognized. You should publish an account of the case. If you won't, I will for you."
274,"You may do what you like, Doctor,"" he answered. ""See here!"" he continued, handing a paper over to me, ""look at this!"""
275,"""Didn't I tell you so when we started?"" cried Sherlock Holmes with a laugh. ""That's the result of all our Study in Scarlet: to get them a testimonial!"""
276,"""Never mind,"" I answered, ""I have all the facts in my journal, and the public shall know them. In the meantime you must make yourself contented by the consciousness of success, like the Roman miser--"
277,"Populus me sibilat, at mihi plaudo"
