number,quote
45,"There may be something in that. Nothing to it at the time—but its possible that the idea of the modus operandi for his next crime occurred to our man then. Weve got Hills name and address, I see. His description of the man is vague but it links up well enough with the descriptions of Mary Stroud and this Tom Hartigan…."
46,"I went to the address given me by Hartigan, but found that Cust had left the house about half an hour previously. He received a telephone message, Im told. First time such a thing had happened to him, so his landlady told me."
47,"Only found it this morning, sir. Not had time to report yet. There was no sign of the knife in his room—"
48,"Anway, it occurred to me that he might just possibly have brought it back to the house and then realized the danger of hiding it (as M. Poirot points out) in his room, and have looked about elsewhere. What place in the house would he be likely to select? I got it straight away. The hall stand—no one ever moves a hall stand. With a lot of trouble I got it moved out from the wall—and there it was!"
49,"As you say, Crome, pulling him in is only a matter of time."
50,if he wasnt so ordinary-looking. Weve worried enough perfectly inoffensive citizens as it is.
51,for a defence to be offered at this stage? I thought prisoners always reserved their defence.
52,"I suppose young Lucas thought he might rush it through. Hes a trier, I will say. Insanitys the only defence possible."
53,With insanity there can be no acquittal. Imprisonment during His Majestys pleasure is hardly preferable to death.
54,"With a first-class alibi for the Bexhill murder, the whole case might be weakened. I dont think he realized how strong our case is. Anyway, Lucas goes in for originality. Hes a young man, and he wants to hit the public eye."
55,"Mind you, I dont believe in it, because I know it isnt true. But it is going to be the deuce to break it. This man Strange is a tough character."
56,"Yes. Hes an obstinate devil. And its difficult to see just where the flaw is. Supposing Strange is making a mistake and the man wasnt Cust—why on earth should he say his name is Cust? And the writing in the hotel register is his all right. You cant say hes an accomplice—homicidal lunatics dont have accomplices! Did the girl die later? The doctor was quite firm in his evidence, and anyway it would take some time for Cust to get out of the hotel at Eastbourne without being seen and get over to Bexhill—about fourteen miles away—"
57,Cromes in a fog. Exert those cellular arrangements of yours I used to hear so much about. Show us the way he did it.
58,"Im terribly sorry for
this! A good kind gentleman like Mr. Ackroyd. The butler says it is
murder. No possibility of accident or suicide, doctor?"
59,"Not so that we can discover. Mr. Ackroyd never kept anything of
particular value in this room."
60,"Man found an open window. Climbed in, saw
Mr. Ackroyd sitting there—maybe hed fallen asleep. Man stabbed him
from behind, then lost his nerve and made off. But hes left his tracks
pretty clearly. We ought to get hold of _him_ without much difficulty.
No suspicious strangers been hanging about anywhere?"
61,"I didnt recognize you for the moment, but you were staying with Mr.
Ackroyd a year ago last May."
62,"——Does not ask for loans for himself or subscriptions for others,"
63,"It may be that here
we have a very important clew."
64,"If youll excuse me, sir, Miss Flora saw him after that."
65,"I must see Miss Ackroyd at once. For the
moment well leave this room exactly as it is. I can return here after
Ive heard what Miss Ackroyd has to tell me. I shall just take the
precaution of shutting and bolting the window."
66,"Were afraid theres
been an attempt at robbery, and we want you to help us. Whats this
room—the billiard room? Come in here and sit down."
67,"Oh! yes, I forgot. He said: Tell Parker I dont want anything more
to-night, and that hes not to disturb me. I met Parker just outside
the door and gave him uncles message."
68,Wont you tell me what it is that has been stolen?
69,"It was a dark night, you see,
and the fellow had his coat collar well pulled up and his hat squashed
down over his eyes."
70,"Looked as though he wanted to conceal his
face. Sure it was no one you know?"
71,"Mightnt have had time to go on with the letter just then,"
72,"We know some one was with him at half-past nine. If
that visitor turned up as soon as you left, and after he went, Miss
Ackroyd came in to say good-night—well, he wouldnt be able to go on
with the letter until close upon ten oclock."
73,"Well keep that
for the inquest. The blow was delivered by a right-handed man
standing behind him, and death must have been instantaneous. By the
expression on the dead mans face, I should say that the blow was quite
unexpected. He probably died without knowing who his assailant was."
74,"Theres not going to be much mystery about this crime. Take a look at
the hilt of that dagger."
75,"Lot of harm done by blurting out things at
the wrong time."
76,"I cant say I remember noticing it—but, of
course, it may have been there all the time."
77,"I was looking to see that all the
flowers were fresh. Oh! yes, I remember now. The silver table was
open—which it had no business to be, and I shut the lid down as I
passed."
78,"Can you tell me if this dagger was in its
place then?"
79,"I didnt stop to look. I knew
the family would be down any minute, and I wanted to get away."
80,"Let me see. This silver table is in front of one of the
windows, I think you said, doctor?"
81,"Its going to be
an important piece of evidence in more ways than one."
82,"No. 1, Dr. Sheppard; No. 2, my humble self. One
from Major Blunt will be forthcoming in the morning."
83,"Were naturally anxious not to have to call in
Scotland Yard. Raglan seems very sure of himself, but Im not quite
certain that I agree with him. You see, I—er—know the parties concerned
better than he does. This fellow doesnt seem out after kudos, does he?
Would work in with us unobtrusively, eh?"
84,"I see you dont let the grass grow under your feet, Mr. Poirot. It
will be a pleasure to work with you, Im sure. Were going to take that
young gentlemans fingerprints as soon as we can lay hands upon him."
85,"Ive known Ralph Paton from a boy upward. Hed never
stoop to murder."
86,"Went out just on nine oclock last night. Was seen in neighborhood of
Fernly Park somewhere about nine-thirty. Not been seen since. Believed
to be in serious money difficulties. Ive got a pair of his shoes
here—shoes with rubber studs in them. He had two pairs, almost exactly
alike. Im going up now to compare them with those footmarks. The
constable is up there seeing that no one tampers with them."
87,"Im afraid I shall not be able to be of much aid to you, then?"
88,"Though we dont
have murders every day in this quiet little corner of the world."
89,"How exactly
did you go to work, if I may ask?"
90,"That, too, is my watchword. Method, order, and
the little gray cells."
91,"And there are, too,
differences in quality. Then there is the psychology of a crime. One
must study that."
92,"youve been bitten with all this
psychoanalysis stuff? Now, Im a plain man——"
93,"Mrs. Raglan would not agree, I am sure, to that,"
94,"That is to say, theyre not
the same pair that actually made these prints. He went away in those.
This is a pair just like them, but older—see how the studs are worn
down."
95,Surely a great many people wear shoes with rubber studs in them?
96,"I shouldnt put so much
stress on the footmarks if it wasnt for everything else."
97,"it was a dry, fine night, you know. He
left no prints on the terrace or on the graveled path. But, unluckily
for him, a spring must have welled up just lately at the end of the
path from the drive. See here."
98,"Naturally. But several different women have walked this way—and men
as well. Its a regular short cut to the house, you see. It would be
impossible to sort out all the footsteps. After all, its the ones on
the window-sill that are really important."
99,"Its all graveled again here, and hard as it can be."
100,"There is one thing I should like to know from you, mademoiselle. When
you were examining the things in the silver table with Dr. Sheppard,
was the dagger in its place, or was it not?"
101,"Ive
told him, and Ill tell you. Im perfectly certain the dagger was _not_
there. He thinks it was and that Ralph sneaked it later in the evening.
And—and he doesnt believe me. He thinks Im saying it to—to shield
Ralph."
102,"He kept his money like that, in an unlocked drawer. Just fancy,"
103,"Mr. Ackroyd had perfect faith in the honesty of all the servants,"
104,"If
Mr. Ackroyd paid that money away himself, it may have a bearing on the
mystery of the crime. The other servants all right, as far as you know?"
105,"She, too, was a most superior girl. Very quiet and ladylike. An
excellent worker."
106,"It was none of my doing. I understand Mr. Ackroyd found fault with
her yesterday afternoon. It was her duty to do the study, and she
disarranged some of the papers on his desk, I believe. He was very
annoyed about it, and she gave notice. At least, that is what I
understood from her, but perhaps youd like to see her yourselves?"
107,"I know nothing about any money. If you think I took it, and that that
is why Mr. Ackroyd dismissed me, you are wrong."
108,"Reads all right. Mrs. Richard Folliott, Marby Grange,
Marby. Whos this woman?"
109,"lets have a look at the
other one, Elsie Dale."
110,"Im trying to judge the thing
fair and square. Im a local man, and Ive seen Captain Paton many
times in Cranchester. Im not wanting him to be the guilty one—but its
bad whichever way you look at it. If hes innocent, why doesnt he come
forward? Weve got evidence against him, but its just possible that
that evidence could be explained away. Then why doesnt he give an
explanation?"
111,"Unless it was deliberately intended to throw you off the scent. That
might just possibly be the point of the telephone message."
112,"Do you really think
thats the explanation of the telephone call?"
113,"beware of the blind—the blind—_comment
dire?_—the little street that has no end to it."
114,"That is it—the blind street that leads nowhere. So it may be with
those fingerprints—they may lead you nowhere."
115,"Very well. None of them correspond. That leaves us two alternatives.
Ralph Paton, or the mysterious stranger the doctor here tells us about.
When we get hold of those two——"
116,"Ill look into it. What gave you the idea
in the first place?"
117,"its an idea. Ill look into it all right,
but dont you be disappointed if nothing comes of it."
118,"Hes a wary bird,
I gather. A lot of abuse, but very little more."
119,"On Friday evening last, outside the gates of Fernly Park. You asked me
the way there."
120,I dont admit anything. Not till I know what youve got on me.
121,"Yes, but is it really so? Thats what Im getting at."
122,"If youve spoken the
truth, you wont have anything to complain about. What were you doing
at Fernly Park anyway?"
123,"Hercule Poirot says he knows the reason the man went there that
night,"
124,"He says he went there because he was born
in Kent."
125,"Well go
up to The Larches together, and acquaint our Belgian friend with the
latest news."
126,"A
chap cant be murdering some one in one place when hes drinking in the
bar in another place a mile away."
127,"Can we have a word
or two alone with you?"
128,"Theres a question
or two its my duty to put to you, miss, but Id prefer to do so
privately, and I dare say youd prefer it also."
129,"I admit everything; I was at my wits end for money. I never saw my
uncle that evening after he left the dinner-table. As to the money, you
can take what steps you please. Nothing could be worse than it is now!"
130,"that money was given to me by Mr.
Ackroyd for a special purpose. Miss Ackroyd never touched it. When she
says she did, she is lying with the idea of shielding Captain Paton.
The truth is as I said, and I am prepared to go into the witness box
and swear to it."
131,"You have not got rid of me so easily, you see!"
132,"For the moment, yes. And you, you have seen all the patients?"
133,"is very interesting—but hardly in the sphere of
practical politics."
134,"Cant say definitely without knowing more about her. Lots of factors to take into account. Lets see, its quarter to one now. What time was it when you found her?"
135,"This the husband? Oh! I see, my mistake. Thought it might be. He seems rather done in over it."
136,Lets put it at twenty minutes to twelve. She cannot have been killed very long before that. Say between then and eleven—quarter to eleven at the earliest outside limit.
137,That ought to help us considerably. Puts it within very narrow limits—less than an hour all told.
138,"Now then, I think its all clear so far. Youre Miss Emily Brewster and this is Mr. Patrick Redfern, both staying at the Jolly Roger Hotel. You identify this lady as a fellow guest of yours at the hotel—the wife of a Captain Marshall?"
139,"Sometimes these quiet ones are the most violent underneath, so to speak. Its all bottled up. He may have been madly fond of her—and madly jealous. But hes not the kind to show it."
140,"Well, you know, sir, I rather fancy that alibi. Its not too good, if you know what I mean. Its—well, its natural. And if we find the chambermaid was about, and did hear the typewriter going, well then, it seems to me that its all right and that well have to look elsewhere."
141,"I think, sir, that we can wash out the first two entries. Mrs. Castle tells me that the Mastermans and the Cowans come here regularly every summer with their children. This morning they went off on an all-day excursion sailing, taking lunch with them. They left just after nine oclock. A man called Andrew Baston took them. We can check up from him, but I think we can put them right out of it."
142,"Next—the Redferns. Mr. Redfern is young, attractive to women, a magnificent swimmer, a good tennis player and accomplished dancer. His wife I have already spoken of to you. She is quiet, pretty in a washed-out way. She is, I think, devoted to her husband. She has something that Arlena Marshall did not have."
143,"Brains dont count for much when it comes to an infatuation, sir."
144,"I can only tell you one thing. He is a man who is in a condition of great nervous tension. Also he is, I think, a fanatic."
145,"But that, you see, was where I was wrong. Because, although her husband appeared almost immediately on the beach and asked if I had seen her, Patrick Redfern arrived also—and was most patently and obviously looking for her! And therefore, my friends, I am asking myself, who was it that Arlena Marshall went off to meet?"
146,That fits in with my idea. A man from London or somewhere.
147,"But, my friend, according to your theory, Arlena Marshall had broken with this mythical man. Why, then, should she take such trouble and pains to meet him?"
148,"That is just what I cannot imagine. We have just read through the list of hotel guests. They are all middle-aged—dull. Which of them would Arlena Marshall prefer to Patrick Redfern? No, that is impossible. And yet, all the same, she did go to meet someone—and that someone was not Patrick Redfern."
149,Yes. Oh! she didnt do it! She couldnt have done it—physically impossible as you said. Marshall could have done it—but apparently he didnt.
150,"Excuse me, sir, Ive been thinking about that alibi. Its possible, you know, if hed thought this thing out, that those letters were got ready beforehand."
151,But it is not the wicked blackmailer who lies dead. It is the victim.
152,"Blackmailers arent in the habit of bumping off their victims. But what it does give us is this, it suggests a reason for Mrs. Marshalls curious behaviour this morning. Shed got a rendezvous with this fellow who was blackmailing her, and she didnt want either her husband or Redfern to know about it."
153,"Havent heard it spoken of for years, though. Wed better have a look inside it. Never know, we might find a pointer of some kind."
154,"Excluding the waiters, boots, etc., whom I dont think likely, weve got the following. The American—Gardener, Major Barry, Mr. Horace Blatt, and the Reverend Stephen Lane."
155,"We can narrow it down a bit, sir. We might almost rule out the American, I think. He was on the beach all the morning. Thats so, isnt it, M. Poirot?"
156,"And you say she never left the beach this morning, M. Poirot?"
157,"My dear Inspector, she came down to the beach before Mrs. Marshall could have reached Pixy Cove and she was within my sight until she set off with Mr. Redfern in the boat."
158,"Might be worth while to find out if J.N. really did go to China. Otherwise—well, he might be the person were looking for. Crazy about the woman, idealizing her, suddenly finding out hed been played for a sucker. It sounds to me as though this is the boy Miss Brewster mentioned. Yes, I think this might be useful."
159,Just about twenty past eleven. I noticed the clock in the hall as I went out again.
160,"The chambermaid heard him typing up till five minutes to eleven. Miss Darnley saw him at twenty minutes past, and the woman was dead at a quarter to twelve. He says he spent that hour typing in his room, and it seems quite clear that he was typing in his room. That washes Captain Marshall right out."
161,"Are you suggesting that Miss Darnleys mixed up in this? Nonsense, seems absurd to me. Why should she be?"
162,"Youll remember what the American lady, Mrs. Gardener, said. She sort of hinted that Miss Darnley was sweet on Captain Marshall. Thered be a motive there, sir."
163,Arlena Marshall wasnt killed by a woman. Its a man weve got to look for. Weve got to stick to the men in the case.
164,"Yes, thats true, sir. We always come back to that, dont we?"
165,Better put a constable on to timing one or two things. From the hotel across the island to the top of the ladder. Let him do it running and walking. Same thing with the ladder itself. And somebody had better check the time it takes to go on a float from the bathing beach to the cove.
166,Ive got those times worked out. From the hotel to the ladder down to Pixy Cove three minutes. Thats walking till you are out of sight of the hotel and then running like hell.
167,"I think we shall manage the inquest for the day after tomorrow, Captain Marshall."
168,What is it? Diamorphine Hydrochloride. Stuff thats usually called Heroin.
169,"Now were getting places, all right! Depend upon it, this dope stunt is at the bottom of the whole business."
170,"If the Marshall womans death is the result of her getting mixed-up, innocently or otherwise, with the dope-running stunt, then wed better hand the whole thing over to Scotland Yard. Its their pigeon. Eh? What do you say?"
171,"Im afraid youre right, sir. If its dope, then its a case for the Yard."
172,There was a case—body of a young woman found somewhere near Bagshot. Going to meet her husband somewhere and never turned up. And there was what the papers called the Lonely Copse Mystery. Both in Surrey if I remember rightly.
173,"Surrey? My word, sir, it fits, doesnt it? I wonder…."
174,—so difficult to know which pieces are part of the fur rug and which are the cats tail.
175,I apologize. I was following a train of thought of my own.
176,"You have a word in your language—slick. This crime seemed to me a very slick crime! It made me wonder if, perhaps, it was not a first attempt."
177,"I said to myself, let us examine past crimes of a similar kind and if there is a crime that closely resembles this one—eh bien, we shall have there a very valuable clue."
178,"No, no, I mean more than that. The death of Nellie Parsons for instance tells me nothing. But the death of Alice Corrigan—tell me, Inspector Colgate, do you not notice one striking form of similarity in this crime?"
179,"No, sir, I cant say that I do really. Unless its that in each case the husband has got a cast-iron alibi."
