number,quote
44,He had just got back to the Yard. There was a message from Andover….
45,Andover?
46,An old woman of the name of Ascher who keeps a little tobacco and newspaper shop has been found murdered.
47,"This is the beginning,"
48,"We’ve found a man who went in and bought some tobacco at 5:30. And a second man went in and found the shop empty, as he thought, at five minutes past six. That puts the time at between 5:30 and 6:5. So far I haven’t been able to find anyone who saw this man Ascher in the neighbourhood, but, of course, it’s early as yet. He was in the Three Crowns at nine o’clock pretty far gone in drink. When we get hold of him he’ll be detained on suspicion."
49,"Not a very desirable character, inspector?"
50,Unpleasant bit of goods.
51,He didn’t live with his wife?
52,"No, they separated some years ago. Ascher’s a German. He was a waiter at one time, but he took to drink and gradually became unemployable. His wife went into service for a bit. Her last place was as cook-housekeeper to an old lady, Miss Rose. She allowed her husband so much out of her wages to keep himself, but he was always getting drunk and coming round and making scenes at the places where she was employed. That’s why she took the post with Miss Rose at The Grange. It’s three miles out of Andover, dead in the country. He couldn’t get at her there so well. When Miss Rose died, she left Mrs. Ascher a small legacy, and the woman started this tobacco and newsagent business—quite a tiny place—just cheap cigarettes and a few newspapers—that sort of thing. She just about managed to keep going. Ascher used to come round and abuse her now and again and she used to give him a bit to get rid of him. She allowed him fifteen shillings a week regular."
53,Had they any children?
54,"No. There’s a niece. She’s in service near Overton. Very superior, steady young woman."
55,What age of woman was she?
56,Close on sixty—respectable and hard-working.
57,"It is your opinion, inspector, that this man Ascher committed the crime?"
58,"That’s what Dr. Kerr says. I’m glad it was that way, poor old soul. A decent woman she was."
59,"She must have been beautiful once,"
60,Really?
61,"But yes, look at the line of the jaw, the bones, the moulding of the head."
62,"You perceive, Hastings, that we have already one further point in favour of Ascher’s innocence. If he had been abusing his wife and threatening her, she would have been facing him over the counter. Instead she had her back to her assailant—obviously she is reaching down tobacco or cigarettes for a customer."
63,"Ah! I think it is you who are Miss Mary Drower, the parlour-maid here?"
64,"They said I must come to the inquest—that’s on Monday, sir. But I’ve nowhere to go there—I couldn’t fancy being over the shop—now—and what with the housemaid being away, I didn’t want to put the mistress out more than may be."
65,"You were fond of your aunt, Mary?"
66,"Indeed I was, sir. Very good she’s been to me always, auntie has. I went to her in London when I was eleven years old, after mother died. I started in service when I was sixteen, but I usually went along to auntie’s on my day out. A lot of trouble she went through with that German fellow. ‘My old devil,’ she used to call him. He’d never let her be in peace anywhere. Sponging, cadging old beast."
67,"She’d a little in the Savings Bank, sir—enough to bury her proper, that’s what she always said. Otherwise she didn’t more than just make ends meet—what with her old devil and all."
68,At present one is in the dark—there is no direction—if things get clearer—
69,"The whole place was examined straight away, sir. There weren’t none."
70,Not on the counter itself?
71,"A long sight too many, sir! All confused and jumbled up."
72,Any of Ascher’s among them?
73,"Too soon to say, sir."
74,"Yes, sir, you go through that door at the back, sir. You’ll excuse me not coming with you, but I’ve got to stay—"
75,"Probably a wedding picture,"
76,"Regard, Hastings, did I not tell you that she had been a beautiful woman?"
77,"It would be as well if some of that gaping crowd cleared off. What is there to look at, I’d like to know?"
78,"It must have been very different last night,"
79,"Possibly you even observed the murderer enter the shop—a tall, fair man with a beard, was he not? A Russian, so I have heard."
80,"Well, I don’t get much chance of noticing, and that’s a fact. The evening’s our busy time and there’s always a fair few passing along and getting home after their work. A tall, fair man with a beard—no, I can’t say I saw anyone of that description anywhere about."
81,"Excuse me, sir,"
82,I think you have been misinformed. A short dark man I was told.
83,"To Let’ sign appeared in the windows. On the other side was a house with somewhat grimy muslin curtains.

To this house Poirot betook himself and, there being no bell, executed a series of sharp flourishes with the knocker.

The door was opened after some delay by a very dirty child with a nose that needed attention.

“Good evening,"
84,Is your mother within?
85,Ay?
86,"Your mother,"
87,"I am sure I’m sorry I spoke so sharp just now, but you’d hardly believe the worry one has to put up with—fellows coming along selling this, that and the other—vacuum cleaners, stockings, lavender bags and such-like foolery—and all so plausible and civil spoken. Got your name, too, pat they have. It’s Mrs. Fowler this, that and the other."
88,"Well, Mrs. Fowler, I hope you’re going to do what I ask."
89,"I don’t know, I’m sure."
90,"Nobody saw this man Ascher go into the shop, I believe?"
91,"Naturally he wasn’t going to show himself,"
92,"No, they don’t. And that’s another point in his favour. I’ve just told the Chief Constable that I think this is a job for Scotland Yard. I don’t believe it’s a local crime."
93,I agree with you.
94,"You know, Monsieur Poirot, it’s a nasty business—a nasty business…I don’t like it…."
95,"From Inspector Glen? What can I do for you, Mr. Poirot?"
96,Many people may have made purchases from Mrs. Ascher after I did so.
97,Certainly I did. As soon as I heard of the shocking occurrence I perceived that my statement might be helpful and came forward accordingly.
98,"A very proper spirit,"
99,Perhaps you will be so kind as to repeat your story to me.
100,"As far as I noticed, she seemed exactly as usual,"
101,"Thank you, Mr. Partridge, for answering these questions. Have you, by any chance, an A B C in the house? I want to look up my return train to London."
102,"What’s it to do with me, anyway? Told it to the blarsted police, I ’ave, and now I’ve got to spit it all out again to a couple of blarsted foreigners."
103,"In truth I sympathize with you, but what will you? It is a question of murder, is it not? One has to be very, very careful."
104,Why the hell should I? It were no business of mine.
105,"A matter of opinion,"
106,There has been a murder—the police want to know who has been in the shop—I myself think it would have—what shall I say?—looked more natural if you had come forward.
107,"Bert, Bert—don’t say such things. Bert—they’ll think—"
108,"Calm yourself, monsieur,"
109,I demand only your account of your visit. That you refuse it seems to me—what shall we say—a little odd?
110,"The crime,"
111,was committed by a man of medium height with red hair and a cast in the left eye. He limps slightly on the right foot and has a mole just below the shoulder blade.
112,"Mon ami, what will you? You fix upon me a look of dog-like devotion and demand of me a pronouncement à la Sherlock Holmes! Now for the truth—I do not know what the murderer looks like, nor where he lives, nor how to set hands upon him."
113,Not in the sense you mean.
114,In any sense?
115,"The answer to that is yes. We are confronted here by an unknown personage. He is in the dark and seeks to remain in the dark. But in the very nature of things he cannot help throwing light upon himself. In one sense we know nothing about him—in another sense we know already a good deal. I see his figure dimly taking shape—a man who prints clearly and well—who buys good-quality paper—who is at great needs to express his personality. I see him as a child possibly ignored and passed over—I see him growing up with an inward sense of inferiority—warring with a sense of injustice…I see that inner urge—to assert himself—to focus attention on himself ever becoming stronger, and events, circumstances—crushing it down—heaping, perhaps, more humiliations on him. And inwardly the match is set to the powder train…."
116,What do we do next?
117,"My energetic Hastings,"
118,"No, but what do we do?"
119,Nothing.
120,Nothing?
121,"Read,"
122,Does this mean that this fiend is going to attempt another crime?
123,Surely this crime can be prevented?
124,"As a matter of fact—my last case—I don’t know whether you read about it—the Mabel Homer case, the Muswell Hill schoolgirl, you know—that man Capper was extraordinary. Amazingly difficult to pin the crime on to him—it was his third, too! Looked as sane as you or I. But there are various tests—verbal traps, you know—quite modern, of course, there was nothing of that kind in your day. Once you can induce a man to give himself away, you’ve got him! He knows that you know and his nerve goes. He starts giving himself away right and left."
125,"Even in my day that happened sometimes,"
126,"Oh, yes?"
127,"Strangled with her own belt—a thick, knitted affair, I gather."
128,"At last we have a piece of information that is very definite. That tells one something, does it not?"
129,"Terrible shock to them, of course. I left them to recover a bit before questioning them, so you can start from the beginning there."
130,There are other members of the family—yes?
131,"There’s a sister—a typist in London. She’s been communicated with. And there’s a young man—in fact, the girl was supposed to be out with him last night, I gather."
132,There’s the café and there’s the girl’s home. I’d better go to both of them. Kelsey can come with me.
133,And Mr. Poirot?
134,"I will accompany you,"
135,What about this belt she was strangled with?
136,Mr. Poirot is inclined to think it’s a valuable clue. I expect he’d like to see it.
137,"Du tout,"
138,You misunderstood me.
139,"You’ll get nothing from that,"
140,"And this is Mr. Hercule Poirot, also from London, and er—"
141,"Captain Hastings,"
142,"Pleased to meet you, gentlemen,"
143,"Come into the snuggery. I don’t know that my poor wife’s up to seeing you. All broken up, she is."
144,"Look over it and welcome,"
145,Mademoiselle Barnard?
146,"I’ve heard of you,"
147,"You’re the fashionable private sleuth, aren’t you?"
148,"Not a pretty description—but it suffices,"
149,"Somehow, I don’t see what M. Hercule Poirot is doing in our humble little crime."
150,"Mademoiselle,"
151,What you do not see and what I do not see would probably fill a volume. But all that is of no practical importance. What is of practical importance is something that will not be easy to find.
152,"You are intelligent, mademoiselle."
153,"Will you, mademoiselle, be precise."
154,"I will help you. I heard what you said to Hastings. That your sister was a bright, happy girl with no men friends. It was—un peu—the opposite that was true, was it not?"
155,"Well,"
156,"Wait, mademoiselle. I have something to tell you. Come back."
157,"Then let us continue our conversation. I have formed the idea that this Donald Fraser has, perhaps, a violent and jealous temper, is that right?"
158,"I’m trusting you now, M. Poirot. I’m going to give you the absolute truth. Don is, as I say, a very quiet person—a bottled-up person, if you know what I mean. He can’t always express what he feels in words. But underneath it all he minds things terribly. And he’s got a jealous nature. He was always jealous of Betty. He was devoted to her—and of course she was very fond of him, but it wasn’t in Betty to be fond of one person and not notice anybody else. She wasn’t made that way. She’d got a—well, an eye for any nice-looking man who’d pass the time of day with her. And of course, working in the Ginger Cat, she was always running up against men—especially in the summer holidays. She was always very pat with her tongue and if they chaffed her she’d chaff back again. And then perhaps she’d meet them and go to the pictures or something like that. Nothing serious—never anything of that kind—but she just liked her fun. She used to say that as she’d got to settle down with Don one day she might as well have her fun now while she could."
159,I understand. Continue.
160,It was just that attitude of mind of hers that Don couldn’t understand. If she was really keen on him he couldn’t see why she wanted to go out with other people. And once or twice they had flaming big rows about it.
161,He’d commit murder—
162,"Just so. And I may say, mademoiselle, that but for the egoistical vanity of a killer, that is just what would have happened. If Donald Fraser escapes suspicion, it will be thanks to A B C’s maniacal boasting."
163,It’s Don….
164,"Bring him in here,"
165,I would like a word with him before our good inspector takes him in hand.
166,Betty Barnard was killed by a homicidal murderer. Only by speaking the exact truth can you help us to get on his track.
167,Who are you? You don’t belong to the police?
168,"I am better than the police,"
169,"I believed her when she said it. Never thought of doing anything else. Afterwards—perhaps it was something in her manner. I—I, well, I began to wonder."
170,Yes?
171,"Miss Megan Barnard and Mr. Donald Fraser,"
172,"This is Inspector Crome from London,"
173,"While you pursued your investigations upstairs I have been conversing with Miss Barnard and Mr. Fraser, endeavouring if I could to find something that will throw light upon the matter."
174,"Oh, yes?"
175,Get anything?
176,A cleft stick—eh? How many crimes do you think this—lunatic has in mind?
177,"Of course,"
178,he won’t get there. Not nearly. You’ll have him by the heels long before that. Interesting to know how he’d have dealt with the letter X.
179,"Which letter of the alphabet do you place it at, inspector?"
180,"Paranoia,"
181,"Well, you seem to be doing all that can be done, Crome,"
182,"What do you say, M. Poirot? Does any line of inquiry suggest itself to you?"
183,It seems to me that there is one very important clue—the discovery of the motive.
184,"Isn’t that pretty obvious? An alphabetical complex. Isn’t that what you called it, doctor?"
185,"Ça, oui,"
186,There is an alphabetical complex. But why an alphabetical complex? A madman in particular has always a very strong reason for the crimes he commits.
187,Look at Stoneman in 1929. He ended by trying to do away with anyone who annoyed him in the slightest degree.
188,"I see what you’re driving at, but I’m not quite clear yet."
189,"I ask myself,"
190,"what passes exactly in the mind of the murderer? He kills, it would seem from his letters, pour le sport—to amuse himself. Can that really be true? And even if it is true, on what principle does he select his victims apart from the merely alphabetical one? If he kills merely to amuse himself he would not advertise the fact, since, otherwise, he could kill with impunity. But no, he seeks, as we all agree, to make the splash in the public eye—to assert his personality. In what way has his personality been suppressed that one can connect with the two victims he has so far selected? A final suggestion: Is his motive direct personal hatred of me, of Hercule Poirot? Does he challenge me in public because I have (unknown to myself) vanquished him somewhere in the course of my career? Or is his animosity impersonal—directed against a foreigner? And if so, what again has led to that? What injury has he suffered at a foreigner’s hand?"
191,"Oh, yes? A little unanswerable at present, perhaps."
192,"Nevertheless, my friend,"
193,"it is there, in those questions, that the solution lies. If we knew the exact reason—fantastic, perhaps, to us—but logical to him—of why our madman commits these crimes, we should know, perhaps, who the next victim is likely to be."
194,He selects them haphazard—that’s my opinion.
195,"The magnanimous murderer,"
196,What’s that you say?
197,"I said—the magnanimous murderer! Franz Ascher would have been arrested for the murder of his wife—Donald Fraser might have been arrested for the murder of Betty Barnard—if it had not been for the warning letters of A B C. Is he, then, so soft-hearted that he cannot bear others to suffer for something they did not do?"
198,"It has come? Open it, Hastings. Quickly. Every moment may be needed. We must make our plans."
199,"Read it,"
200,"Vous éprouvez trop d’émotion, Hastings. It affects your hands and your wits. Is that a way to fold a coat? And regard what you have done to my pyjamas. If the hairwash breaks what will befall them?"
201,this is a matter of life and death. What does it matter what happens to our clothes?
202,No news as yet. All men available are on the lookout. All persons whose name begins with C are being warned by phone when possible. There’s just a chance. Where’s the letter?
203,No. He’s got his rules—crazy rules—and abides by them. Fair warning. He makes a point of that. That’s where his boastfulness comes in. I wonder now—I’d almost bet the chap drinks White Horse whisky.
204,"Ah, c’est ingénieux, ça!"
205,He prints the letter and the bottle is in front of him.
206,You have news—yes?
207,It’s about as bad as it can be. Sir Carmichael Clarke has been found with his head bashed in.
208,"Eh bien,"
209,It is possible that publicity may do what private efforts have failed to do. The whole country now will be looking for A B C.
210,"No, no, I do not agree with you. It’s infinitely more frightening."
211,"It should be easier to discover because it is mad. A crime committed by someone shrewd and sane would be far more complicated. Here, if one could but hit on the idea…This alphabetical business, it has discrepancies. If I could once see the idea—then everything would be clear and simple…."
212,"Quite frankly, I should have jumped to the conclusion that it was suicide,"
213,Encore!
214,What is that?
215,A fact that repeats itself. It is of no matter.
216,"Not exactly hanging about. Of course, there are a lot of people what you might call wandering about at this time of year. One often meets people strolling with an aimless look across the golf links or down the lanes to the sea. In the same way, practically everyone one sees this time of year is a stranger."
217,Looks as though he knows everything—and what does he know? Nothing at all as far as I can make out.
218,"But do not worry yourself. All this is of no importance. These imbecilities, even, may help."
219,How?
220,"Eh bien,"
221,"If our madman reads what I am supposed to have said to the Daily Blague today, he will lose all respect for me as an opponent!"
222,Alas! I have shocked you. First my inertia—and then my views.
223,"All the same,"
224,"I have one project that will please you—since it is active and not passive. Also, it will entail a lot of conversation and practically no thought."
225,"Dear Sir,—I hope you will forgive the liberty I take in writing to you. I have been thinking a lot since these awful two murders like poor auntie’s. It seems as though we’re all in the same boat, as it were. I saw the young lady’s picture in the paper, the young lady, I mean, that is the sister of the young lady that was killed at Bexhill. I made so bold as to write to her and tell her I was coming to London to get a place and asked if I could come to her or her mother as I said two heads might be better than one and I would not want much wages, but only to find out who this awful fiend is and perhaps we might get at it better if we could say what we knew something might come of it.

“The young lady wrote very nicely and said as how she worked in an office and lived in a hostel, but she suggested I might write to you and she said she’d been thinking something of the same kind as I had. And she said we were in the same trouble and we ought to stand together. So I am writing, sir, to say I am coming to London and this is my address.

“Hoping I am not troubling you, Yours respectfully,

“Mary Drower."
226,"Mary Drower,"
227,is a very intelligent girl.
228,Read this.
229,"Do not despair, mon ami,"
230,Action is about to begin.
231,I’m not satisfied.
232,"No, Mr. Clarke?"
233,"I’ve no doubt that Crome is a very efficient officer, but, frankly, he puts my back up. That air of his of knowing best! I hinted something of what I had in mind to your friend here when he was down at Churston, but I’ve had all my brother’s affairs to settle up and I haven’t been free until now. My idea is, M. Poirot, that we oughtn’t to let the grass grow under our feet—"
234,"It is necessary to go into everything, monsieur,"
235,"You are here, not to save your feelings by refusing to think of details, but if necessary to harrow them by going into the matter au fond. As I say, it was not chance that provided A B C with a victim in Betty Barnard. There must have been deliberate selection on his part—and therefore premeditation. That is to say, he must have reconnoitred the ground beforehand. There were facts of which he had informed himself—the best hour for the committing of the crime at Andover—the mise en scène at Bexhill—the habits of Sir Carmichael Clarke at Churston. Me, for one, I refuse to believe that there is no indication—no slightest hint—that might help to establish his identity.

“I make the assumption that one—or possibly all of you—knows something that they do not know they know.

“Sooner or later, by reason of your association with one another, something will come to light, will take on a significance as yet undreamed of. It is like the jig-saw puzzle—each of you may have a piece apparently without meaning, but which when reunited may show a definite portion of the picture as a whole."
236,Words!
237,What you’ve been saying. It’s just words. It doesn’t mean anything.
238,I think the principle of talking things over is always sound.
239,"The gardener watering…Going to the post? Nearly ran down a bicyclist—silly woman wobbling and shouting to a friend. That’s all, I’m afraid."
240,"I did correspondence with Sir Carmichael in the morning—saw the housekeeper. I wrote letters and did needlework in the afternoon, I fancy. It is difficult to remember. It was quite an ordinary day. I went to bed early."
241,Miss Barnard—can you bring back your remembrances of the last time you saw your sister?
242,"She didn’t mention any man—forgive me, Mr. Fraser—she might be meeting?"
243,"She wouldn’t to me,"
244,"I think that when the moment comes—that is, when the fourth letter arrives—we ought to join forces. Until then, perhaps we might each try our luck on our own. I don’t know whether there are any points M. Poirot thinks might repay investigation?"
245,"I could make some suggestions,"
246,Good. I’ll take them down.
247,"Go ahead, M. Poirot. A—?"
248,Shall I try my hand?
249,"Tout de même, I do not think there is much you can do down there for the present,"
250,"Mademoiselle Grey now, she is far more fitted—"
251,"Miss Grey very kindly stayed on to help me clear up things,"
252,Good. I’ll let nurse know and she’ll arrange the dope accordingly.
253,"For you, my child,"
254,I think you might perhaps do good work in Andover. Try the children.
255,What about Miss Grey and myself?
256,"That is, if I’m not to go to Bexhill."
257,what was the postmark on the third letter?
258,"Putney, mademoiselle."
259,"On the face of it, yes."
260,"One ought to be able to draw him,"
261,"I think it’s very dangerous and silly,"
262,It can do no harm to try. I think myself that A B C will be too cunning to reply.
263,"The human drama, Hastings! Reflect a little minute. Here are three sets of human beings brought together by a common tragedy. Immediately a second drama commences—tout à fait à part. Do you remember my first case in England? Oh, so many years ago now. I brought together two people who loved one another—by the simple method of having one of them arrested for murder! Nothing less would have done it! In the midst of death we are in life, Hastings…Murder, I have often noticed, is a great matchmaker."
264,I’m sure none of those people was thinking of anything but—
265,"Some of the time I love a brunette,

Some of the time I love a blonde

(Who comes from Eden by way of Sweden).



“What could be more revealing? Mais je crois que la blonde l’emporte sur la brunette!"
266,"C’est tout naturel. Did you observe how Franklin Clarke was suddenly at one and in sympathy with Mademoiselle Megan? How he leaned forward and looked at her? And did you also notice how very much annoyed Mademoiselle Thora Grey was about it? And Mr. Donald Fraser, he—"
267,Your mind is incurably sentimental.
268,"That is the last thing my mind is. You are the sentimental one, Hastings."
269,"You have been very honest, mademoiselle,"
270,"It is rather a blow to me,"
271,"I had no idea Lady Clarke disliked me so much. In fact, I always thought she was rather fond of me."
272,"She is an angel, is she not? From Eden, by way of Sweden…."
273,Go to the devil!
274,I am Nurse Capstick. I got Mr. Clarke’s letter saying you were coming.
275,"This is M. Poirot whom you wanted to see,"
276,"My friend Captain Hastings, Lady Clarke."
277,"Yes—it was good of you to come. I told Franklin. He said he wouldn’t forget to tell you. I hope Franklin isn’t going to be foolish…he’s so easily taken in, in spite of having knocked about the world so much. Men are like that…They remain boys…Franklin, in particular."
278,"He has an impulsive nature,"
279,Yes—yes…And very chivalrous. Men are so foolish that way. Even Car—
280,No stranger came to the house that day.
281,Miss Grey.
282,Why did you say that Miss Grey was a liar?
283,"Because she is. She told you no strangers came to the house, didn’t she?"
284,"That’s an extraordinary story,"
285,About Miss Grey and a strange man.
286,"Perhaps it is that I like to mount you on your romantic high horse, Hastings. You are always the true knight—ready to come to the rescue of damsels in distress—good-looking damsels, bien entendu."
287,"Ah, well, one cannot be tragic all the time. More and more I interest myself in the human developments that arise out of this tragedy. It is three dramas of family life that we have there. First there is Andover—the whole tragic life of Mrs. Ascher, her struggles, her support of her German husband, the devotion of her niece. That alone would make a novel. Then you have Bexhill—the happy, easy-going father and mother, the two daughters so widely differing from each other—the pretty fluffy fool, and the intense, strong-willed Megan with her clear intelligence and her ruthless passion for truth. And the other figure—the self-controlled young Scotsman with his passionate jealousy and his worship of the dead girl. Finally you have the Churston household—the dying wife, and the husband absorbed in his collections, but with a growing tenderness and sympathy for the beautiful girl who helps him so sympathetically, and then the younger brother, vigorous, attractive, interesting, with a romantic glamour about him from his long travels.

“Realize, Hastings, that in the ordinary course of events those three separate dramas would never have touched each other. They would have pursued their course uninfluenced by each other. The permutations and combinations of life, Hastings—I never cease to be fascinated by them."
288,"I don’t know why I’ve come to you,"
289,"I know,"
290,You can’t. How can you?
291,You have come to me because there is something that you must tell to someone. You were quite right. I am the proper person. Speak!
292,You have been dreaming—?
293,"What’s the meaning of it, M. Poirot? Why does it come to me? Every night…?"
294,"Drink up your wine,"
295,"What does it mean? I—I didn’t kill her, did I?"
296,It’s come. The fourth letter.
297,He stooped…I don’t know. I hardly looked at him. He wasn’t the sort of man you’d notice….
298,"You are quite right, mademoiselle. The whole secret of the murders lies there in your description of the murderer—for without a doubt he was the murderer! ‘He wasn’t the sort of man you’d notice.’ Yes—there is no doubt about it…You have described the murderer!"
299,"Oh, a great many reasons—for one, because the red succeeds the black."
300,I speak the language of the tables. At roulette there may be a long run on the black—but in the end red must turn up. It is the mathematical laws of chance.
301,The man would just be mad!
302,"Unfortunately,"
303,"Look here, M. Poirot. You went down to Churston, I know, and saw my sister-in-law. Did she say—or hint—I mean—did she suggest at all—?"
304,"It’s about Thora—Miss Grey,"
305,"And women, even the best of them, are a bit catty about other women. Of course, Thora was invaluable to my brother—he always said she was the best secretary he ever had—and he was very fond of her, too. But it was all perfectly straight and aboveboard. I mean, Thora isn’t the sort of girl—"
306,No?
307,"But my sister-in-law got it into her head to be—well—jealous, I suppose. Not that she ever showed anything. But after Car’s death, when there was a question of Miss Grey staying on—well, Charlotte cut up rough. Of course, it’s partly the illness and the morphia and all that—Nurse Capstick says so—she says we mustn’t blame Charlotte for getting these ideas into her head—"
308,"I know. That’s what I keep saying to myself. One mustn’t judge her. All the same, I thought I’d show you this. I don’t want you to get a false impression of Thora from anything Lady Clarke may have said."
309,"I can assure you,"
310,that I never permit myself to get false impressions from anything anyone tells me. I form my own judgments.
311,"A B C down on the floor between the dead man’s feet,"
312,Has the dead man been identified?
313,Yes. A B C’s slipped up for once—if that’s any satisfaction to us. Deceased’s a man called Earlsfield—George Earlsfield. Barber by profession.
314,"Curious,"
315,"May have skipped a letter,"
316,"Yes, sir. Your Inspector Rice has made arrangements. The house will be watched."
317,"You think,"
318,that when A B C finds out his mistake he might try again?
319,We’re as much in the dark as ever.
320,"It may come,"
321,"Think so? Well, it’s possible. Damn it all, hasn’t anyone got eyes in their head?"
322,"Have patience,"
323,"You seem very confident, M. Poirot. Got any reason for this optimism?"
324,"Stockings, sir. Silk stockings."
325,Your hunch was right.
326,"I went to the address given me by Hartigan, but found that Cust had left the house about half an hour previously. He received a telephone message, I’m told. First time such a thing had happened to him, so his landlady told me."
327,An accomplice?
328,"Hardly,"
329,It is odd that—unless—
330,"It would be the act of an imbecile to bring that back with him,"
331,"After all, he’s not a reasonable human being,"
332,"But, my dear fellow, the man’s crazy,"
333,"He’s quite right. There’s got to be some definite obsession. I think we’ll find the root of the matter in an intensified inferiority complex. There may be a persecution mania, too, and if so he may possibly associate M. Poirot with it. He may have the delusion that M. Poirot is a detective employed on purpose to hunt him down."
334,"That’s the jargon that’s talked nowadays. In my day if a man was mad he was mad and we didn’t look about for scientific terms to soften it down. I suppose a thoroughly up-to-date doctor would suggest putting a man like A B C in a nursing home, telling him what a fine fellow he was for forty-five days on end and then letting him out as a responsible member of society."
335,Hercule Poirot. I wonder if he knows….
336,"However, I’m against the theory that Cust committed these crimes without knowing he’d done them. You might put that theory forward if it weren’t for the letters. The letters knock the theory on the head. They show premeditation and a careful planning of the crime."
337,"And of the letters we have still no explanation,"
338,That interests you?
339,"Naturally—since they were written to me. And on the subject of the letters Cust is persistently dumb. Until I get at the reason for those letters being written to me, I shall not feel that the case is solved."
340,Does this alibi worry you?
341,"It does a little,"
342,"Mind you, I don’t believe in it, because I know it isn’t true. But it is going to be the deuce to break it. This man Strange is a tough character."
343,"The type of man who would not like to admit he was mistaken,"
344,"He sticks to his story and he’s not one to be heckled. He swears by all that’s blue that he picked up Cust in the Whitecross Hotel at Eastbourne on the evening of July 24th. He was lonely and wanted someone to talk to. As far as I can see, Cust made an ideal listener. He didn’t interrupt! After dinner he and Cust played dominoes. It appears Strange was a whale on dominoes and to his surprise Cust was pretty hot stuff too. Queer game, dominoes. People go mad about it. They’ll play for hours. That’s what Strange and Cust did apparently. Cust wanted to go to bed but Strange wouldn’t hear of it—swore they’d keep it up until midnight at least. And that’s what they did do. They separated at ten minutes past midnight. And if Cust was in the Whitecross Hotel at Eastbourne at ten minutes past midnight on the morning of the 25th he couldn’t very well be strangling Betty Barnard on the beach at Bexhill between midnight and one o’clock."
345,"The problem certainly seems insuperable,"
346,"Decidedly, it gives one to think."
347,"It’s given Crome something to think about,"
348,"Yes. He’s an obstinate devil. And it’s difficult to see just where the flaw is. Supposing Strange is making a mistake and the man wasn’t Cust—why on earth should he say his name is Cust? And the writing in the hotel register is his all right. You can’t say he’s an accomplice—homicidal lunatics don’t have accomplices! Did the girl die later? The doctor was quite firm in his evidence, and anyway it would take some time for Cust to get out of the hotel at Eastbourne without being seen and get over to Bexhill—about fourteen miles away—"
349,"It is a problem—yes,"
